# Atm transactions from machine 02
# format: account number, type, amount
12,w,64.75
15,w,98.62
20,d,112.52
9,d,46.95
12,d,62.57
5,d,63.02
3,d,129.36
12,w,91.24
8,d,91.90
9,w,88.83
12,w,37.23
7,w,93.47
17,w,54.66
18,w,63.84
16,d,75.87
19,d,76.10
18,d,109.52
10,d,161.63
13,d,154.57
19,d,76.09
18,d,98.86
10,w,78.12
14,w,54.68
18,d,162.41
5,d,85.32
13,w,102.16
11,d,135.83
12,w,11.47
8,w,122.60
2,w,134.11
16,d,174.83
18,d,111.17
5,w,162.85
11,w,77.72
8,w,94.29
2,w,45.01
10,w,162.54
18,d,135.13
19,w,113.52
16,d,143.47
4,w,130.19
20,d,111.68
14,d,99.13
13,d,99.63
17,w,139.75
2,d,123.93
7,d,27.39
13,d,127.36
5,d,111.67
17,w,130.59
6,w,-11.52
19,d,63.10
17,w,49.61
12,d,103.40
15,w,109.84
3,d,158.97
14,w,150.70
10,w,52.18
11,d,177.34
4,w,29.03
6,w,39.89
11,d,119.87
14,w,163.70
12,w,167.08
10,d,159.22
9,d,122.79
2,w,19.44
2,d,117.14
14,d,10.38
6,w,162.63
6,d,120.96
20,w,99.09
20,w,11.27
8,w,-38.54
9,w,74.69
5,d,103.87
15,w,118.53
5,d,-48.51
19,w,107.63
11,w,104.23
15,d,220.94
13,d,117.60
9,d,80.07
9,w,100.72
20,w,27.33
8,w,168.69
5,w,59.43
2,d,101.66
4,w,126.82
6,d,124.02
8,w,62.00
14,d,-17.28
13,d,194.81
11,w,185.33
1,d,31.63
9,d,42.93
18,d,97.69
20,d,16.79
7,d,83.78
20,w,47.32
11,w,155.92
3,d,106.57
11,d,109.82
2,w,81.18
3,d,144.63
14,d,78.74
16,d,67.15
6,d,101.92
13,w,90.41
12,w,139.70
15,d,160.43
8,d,99.58
5,d,163.82
8,d,15.74
14,d,143.39
7,d,106.82
19,d,134.37
6,d,66.70
1,d,182.07
8,d,86.78
14,w,137.34
1,d,75.50
3,d,128.75
17,d,69.49
19,w,112.74
10,w,83.84
9,d,85.25
12,d,176.82
18,w,103.17
10,w,83.97
13,w,70.79
5,d,165.94
1,d,50.56
19,w,126.71
6,w,105.06
11,w,87.41
17,w,95.22
13,d,113.14
17,d,57.08
1,d,53.46
4,d,115.70
4,d,177.10
6,d,83.32
13,w,102.57
15,d,139.63
6,w,109.57
2,w,96.92
2,d,106.18
3,w,69.95
8,d,120.52
14,w,93.92
8,w,242.22
8,d,84.55
6,d,174.78
12,w,173.36
12,d,23.84
19,w,84.93
13,w,51.99
12,w,116.03
3,d,22.02
1,w,171.21
18,w,88.73
5,d,120.11
14,d,136.48
7,d,73.47
16,w,138.05
11,w,3.85
18,d,95.04
15,w,68.02
16,d,137.49
3,w,44.81
18,d,55.05
11,w,91.02
10,d,23.82
15,w,15.92
19,d,76.41
20,d,122.93
11,d,0.01
11,w,56.20
14,w,29.47
16,d,190.78
15,d,53.34
19,w,39.78
3,d,73.06
2,w,78.82
9,w,96.27
16,w,86.09
3,d,95.86
17,d,60.35
13,w,27.22
7,d,111.09
5,w,45.98
8,d,115.59
1,w,91.32
10,w,100.92
6,d,97.93
4,d,46.27
13,w,50.25
2,d,73.37
4,w,4.95
13,d,106.73
17,d,39.24
11,d,126.87
3,d,97.84
20,d,172.53
19,w,151.28
12,w,86.71
11,d,28.40
18,d,66.33
6,w,167.58
11,d,80.06
14,d,30.84
16,d,38.95
15,w,117.67
13,d,99.83
3,w,107.01
11,w,12.89
15,d,131.53
8,d,192.53
15,w,131.18
3,d,18.23
8,w,136.26
8,w,57.71
8,d,19.81
11,d,133.86
13,w,168.98
15,w,84.16
10,w,218.90
1,w,54.51
5,w,106.89
1,w,-5.82
7,w,27.59
18,d,257.81
19,w,174.33
10,d,67.08
1,w,0.41
18,d,178.13
2,d,11.74
16,w,158.91
13,d,38.19
17,w,76.28
4,w,103.53
18,w,272.78
19,d,136.42
5,d,88.74
9,w,86.49
7,d,276.15
1,w,57.79
7,w,70.96
1,d,83.54
17,d,139.99
2,d,147.38
19,d,87.64
16,d,108.58
8,w,135.85
3,w,56.89
20,w,122.36
10,d,91.22
7,w,182.75
3,w,30.16
13,w,134.93
5,d,119.61
8,w,121.62
1,d,150.74
10,w,101.50
8,w,130.72
3,w,158.01
13,w,70.72
7,w,95.67
11,w,86.28
18,w,8.84
17,w,118.45
15,d,54.09
20,w,125.53
20,d,71.82
20,w,48.51
7,d,62.80
2,d,139.23
18,d,136.93
10,w,90.99
19,w,91.97
18,d,47.26
5,d,27.14
6,d,108.82
19,w,53.68
15,d,134.66
4,d,103.15
4,w,87.17
16,w,107.07
14,w,74.51
12,w,186.37
2,d,127.51
7,d,124.77
9,w,147.30
15,d,53.39
15,d,58.47
7,w,159.07
19,d,75.88
1,w,89.24
7,d,69.02
15,w,72.60
6,d,29.06
9,d,87.46
6,w,80.67
8,w,76.70
17,d,214.42
11,w,47.37
1,w,183.67
16,d,-29.18
17,w,46.24
9,w,192.83
12,d,-3.15
9,d,54.00
15,w,83.91
6,d,71.57
10,w,109.59
3,w,57.94
9,d,39.50
19,w,93.02
2,d,31.05
8,d,78.34
12,w,103.05
7,d,99.96
3,w,56.08
18,d,194.28
18,w,80.53
11,d,27.54
6,d,14.00
1,d,81.77
15,w,141.77
17,w,13.79
3,w,161.66
15,w,78.89
6,d,99.52
5,w,83.19
15,d,117.60
10,d,181.88
8,d,80.27
15,d,18.40
11,w,136.10
8,w,115.74
5,d,46.78
8,d,9.14
5,d,115.97
16,d,74.00
5,d,181.86
20,w,154.76
15,d,101.51
13,w,145.30
6,w,120.16
1,d,101.94
4,w,93.23
18,w,105.55
13,d,57.64
2,w,143.12
17,w,241.15
15,w,-9.98
6,d,12.68
9,w,93.60
14,w,97.18
20,w,72.97
1,d,104.21
13,w,152.61
17,d,76.72
6,w,120.75
10,w,148.25
16,w,26.08
19,w,89.42
13,d,130.12
16,w,121.71
11,d,145.33
10,w,134.72
6,d,145.83
18,w,120.34
18,w,120.32
15,d,78.79
11,d,82.22
11,d,45.24
15,w,125.02
20,w,119.65
17,w,49.98
18,w,128.89
1,d,165.53
17,w,64.39
19,w,116.28
7,d,153.81
12,w,89.31
4,w,112.51
15,d,68.85
14,d,198.45
5,d,59.93
16,d,61.29
6,w,74.17
14,w,80.12
5,w,92.41
20,w,91.78
14,w,100.47
17,w,78.18
20,w,126.71
19,w,94.14
5,d,87.88
10,w,66.07
20,w,110.39
20,d,154.59
13,d,27.33
12,d,134.65
3,w,153.54
19,w,37.34
14,w,119.37
19,w,98.88
13,w,62.80
5,d,107.63
18,w,120.88
1,d,167.67
10,d,45.82
17,w,82.40
14,w,157.37
4,d,121.24
7,d,55.66
13,d,109.24
2,w,92.55
15,w,127.03
5,d,99.71
2,d,71.49
9,d,22.03
5,d,117.10
7,d,189.39
18,d,153.75
17,w,129.02
1,w,171.47
14,d,100.66
17,d,145.10
14,d,109.23
18,d,70.48
15,d,77.88
18,d,85.14
4,w,25.64
15,d,94.56
12,w,168.79
17,d,124.16
20,w,41.29
20,w,6.56
19,w,123.12
18,w,127.78
20,w,102.57
12,d,34.81
14,w,71.79
19,w,105.50
5,w,105.45
10,d,81.08
3,w,146.16
14,w,45.94
3,w,-2.11
15,d,94.66
5,d,55.52
10,w,72.64
10,w,84.96
4,w,124.15
7,d,48.24
13,d,84.25
8,d,104.10
4,d,178.80
13,d,102.26
18,d,49.67
9,w,87.38
9,d,16.09
7,w,17.98
7,d,64.50
5,w,122.25
5,w,80.37
17,w,183.51
9,w,36.90
1,d,97.22
20,d,45.77
17,w,159.98
8,w,96.77
5,d,101.08
19,d,156.05
10,w,60.90
18,d,102.31
12,w,111.29
13,d,143.37
8,d,100.10
3,w,75.35
20,w,198.91
6,w,51.44
9,w,64.48
14,d,94.25
6,w,114.07
16,w,157.64
11,w,48.71
6,d,110.42
19,d,103.90
8,w,90.15
3,d,118.98
7,d,154.25
8,d,105.80
7,w,83.31
9,d,43.23
13,w,8.92
18,d,84.99
8,d,86.09
1,w,44.04
15,w,141.22
3,w,191.22
6,w,128.85
10,w,166.73
17,d,74.61
6,w,54.73
2,w,62.38
8,w,94.52
19,d,38.74
14,w,160.98
12,d,117.80
2,w,118.89
8,d,94.55
15,d,74.13
4,d,158.73
19,w,125.26
5,d,69.44
8,d,116.47
5,d,116.00
18,d,106.62
6,d,141.30
16,d,17.72
6,w,105.70
4,d,116.05
7,w,117.74
13,w,180.18
11,w,42.38
11,d,116.33
10,d,139.13
3,w,51.78
5,d,79.08
1,w,130.21
8,d,70.99
5,w,123.16
6,w,162.42
20,d,-31.52
18,d,89.50
9,d,158.85
20,d,63.96
12,d,30.56
9,w,173.50
6,d,195.75
2,d,40.40
18,w,120.84
6,w,30.95
10,w,68.74
20,w,128.78
11,d,51.38
7,w,155.85
9,d,96.88
10,d,88.03
8,d,175.10
9,w,120.85
8,w,109.69
2,d,57.03
3,w,123.72
7,w,101.62
16,w,94.62
4,w,117.72
13,d,129.25
18,w,90.25
8,w,25.74
6,d,129.73
20,w,112.93
14,d,89.47
11,w,77.22
4,d,127.58
16,w,162.96
5,w,109.80
3,w,24.47
13,w,127.71
14,d,148.88
3,w,120.11
20,w,82.32
19,w,83.88
2,d,47.38
18,w,91.15
6,d,65.36
12,d,123.54
13,d,97.34
5,w,78.19
2,d,86.56
14,d,77.80
13,d,177.93
14,d,51.71
17,d,130.07
19,d,120.22
20,w,144.62
10,w,112.81
4,d,93.08
4,w,121.85
9,d,33.30
1,d,132.08
3,d,75.91
7,w,80.75
12,d,80.49
8,d,85.37
9,w,102.61
16,w,110.09
9,w,55.19
14,d,116.57
12,w,102.54
9,w,79.24
1,w,94.10
12,w,47.24
2,d,136.28
16,w,103.18
1,w,19.69
19,d,151.79
7,d,97.01
8,d,22.29
1,d,124.73
2,w,160.79
15,w,90.16
7,d,33.26
19,d,131.11
4,w,162.22
5,w,6.53
2,w,109.32
16,d,136.64
12,d,96.31
12,d,213.41
5,w,116.76
7,d,94.55
15,d,110.24
15,w,84.31
18,w,146.39
3,d,106.94
9,w,158.38
6,d,91.35
8,w,173.66
17,d,93.47
11,d,174.35
3,w,102.89
11,d,111.27
20,w,115.48
3,w,152.71
2,d,101.62
4,d,78.29
17,w,111.36
4,w,174.71
3,d,37.89
7,w,93.03
15,d,74.80
1,w,42.61
8,d,144.49
17,w,90.66
11,w,114.91
6,d,98.78
15,d,21.32
15,d,33.97
1,w,40.91
3,w,88.39
13,w,136.28
7,d,161.21
3,d,61.17
18,d,120.55
8,d,81.61
13,d,132.22
20,w,26.39
18,w,54.71
6,w,154.02
19,d,52.18
10,d,47.37
14,w,159.04
11,d,107.19
14,w,45.27
3,d,78.10
3,d,140.27
8,w,82.98
3,w,65.51
16,w,114.38
15,w,66.16
17,d,41.55
8,w,92.93
14,w,97.40
2,w,60.39
19,d,141.68
18,w,120.66
16,d,208.09
18,w,31.23
13,w,142.99
18,w,115.25
4,w,117.83
2,d,57.04
9,d,64.29
10,w,122.10
8,w,133.98
1,d,126.62
1,d,148.71
17,w,163.32
13,w,143.30
1,w,152.65
12,d,172.09
5,d,148.56
15,w,109.68
8,w,-66.87
10,w,193.38
16,w,78.19
14,w,71.60
8,w,103.88
9,w,123.84
14,w,129.54
4,w,143.42
3,w,63.14
16,w,144.10
9,d,119.78
12,w,59.16
18,d,83.24
20,w,119.33
18,w,30.23
9,d,140.55
11,w,15.11
20,w,129.53
10,w,77.97
13,w,70.50
19,d,60.75
14,d,80.03
16,w,36.76
20,d,96.34
16,d,95.92
18,d,218.91
8,d,51.30
11,w,118.22
11,w,91.78
8,d,66.50
5,d,49.86
15,w,-15.04
7,d,72.18
17,d,94.28
14,d,102.98
19,d,112.37
17,d,98.24
2,w,98.30
8,w,33.36
17,w,80.81
2,d,73.88
6,w,144.85
1,w,0.67
10,d,104.36
11,w,232.50
6,d,105.82
16,d,144.06
15,d,122.41
6,d,144.57
6,d,62.05
18,w,26.50
6,d,124.92
9,d,148.92
18,w,95.96
9,w,77.12
2,w,182.52
6,w,43.66
20,d,193.31
8,d,105.06
2,w,36.45
11,d,111.73
3,d,58.48
13,d,131.35
11,d,137.98
15,d,79.09
14,d,80.05
19,d,112.31
6,d,85.33
13,d,149.14
10,w,88.30
14,w,74.00
3,w,201.46
11,d,81.88
7,d,119.28
3,w,132.66
3,w,53.46
6,w,16.51
15,d,59.99
17,w,77.62
9,w,94.96
20,d,140.75
6,w,193.49
13,d,89.57
19,w,88.55
17,d,68.01
2,w,70.41
18,w,32.66
10,d,78.09
1,d,145.54
12,w,55.20
10,d,206.24
2,d,114.07
20,w,66.65
2,w,12.45
18,w,154.24
10,d,111.89
14,d,116.37
3,w,167.51
15,w,79.12
9,w,125.73
6,d,158.85
17,w,34.38
3,d,77.68
17,w,82.01
18,w,105.87
2,d,117.66
5,w,160.44
10,d,45.34
3,d,72.87
9,d,133.66
6,w,107.77
2,d,63.62
2,w,115.36
10,d,62.61
4,d,57.51
2,d,35.15
2,w,157.03
10,w,57.05
14,w,53.91
7,d,52.42
12,d,106.60
2,d,87.84
11,d,85.62
4,d,123.75
5,d,99.54
2,d,103.26
5,d,63.29
12,d,36.24
9,w,221.28
20,w,220.35
5,w,112.15
2,w,35.71
19,d,126.89
12,d,-32.51
8,w,131.04
4,w,153.91
18,w,120.51
1,w,-7.17
2,w,179.19
17,w,23.78
15,d,107.37
19,w,163.65
12,d,156.09
6,w,228.42
12,d,174.39
7,d,25.20
9,d,120.19
5,d,3.12
2,w,23.98
2,d,105.66
18,d,124.16
15,w,45.44
6,d,8.03
20,d,98.88
6,d,89.28
16,w,41.49
11,d,102.61
17,d,123.13
5,d,108.42
15,d,24.11
8,d,170.66
9,w,124.95
18,d,208.46
3,w,161.13
8,d,6.34
6,d,22.29
16,d,116.60
7,d,39.90
2,w,21.66
6,w,68.46
15,w,204.83
6,w,15.55
16,w,86.81
11,w,139.20
18,w,87.92
3,w,92.99
9,w,89.26
15,d,11.67
4,d,57.59
7,d,113.02
17,w,97.06
17,w,106.29
17,d,124.75
17,d,152.67
9,w,80.81
18,w,68.36
3,d,104.47
2,w,38.35
15,w,76.01
3,w,186.56
5,d,118.77
3,w,-1.91
11,w,145.51
18,w,111.28
13,w,62.07
19,w,99.61
7,w,118.82
6,d,104.09
20,w,45.57
5,d,70.08
13,w,23.53
3,d,36.26
9,w,23.58
3,w,75.11
1,d,142.39
5,d,98.85
18,w,-40.49
16,w,90.13
5,w,110.99
9,d,27.50
1,d,242.48
9,d,41.92
1,d,17.72
3,d,134.72
15,d,113.43
18,d,101.44
9,w,209.18
1,d,80.91
1,d,123.90
4,d,174.52
2,d,71.05
9,d,102.48
8,d,91.37
5,w,59.41
19,w,179.91
15,d,109.69
4,w,17.13
10,d,42.57
1,w,103.05
6,w,170.06
18,w,55.35
20,w,142.30
9,w,19.27
3,d,127.16
16,w,180.89
3,d,70.89
19,w,171.30
5,w,117.87
14,w,91.60
16,w,140.54
13,d,131.54
17,d,135.96
14,w,87.66
17,d,133.81
13,w,44.08
7,d,144.18
1,d,94.45
4,w,5.16
20,d,139.55
5,w,135.34
18,w,86.24
19,d,44.83
15,d,122.74
15,d,36.92
19,d,109.09
17,d,150.54
3,w,95.45
17,d,72.64
1,w,43.27
14,d,53.48
19,d,96.48
5,d,126.47
7,d,57.72
19,d,152.36
18,w,165.40
11,d,187.12
18,w,134.35
11,d,68.43
2,w,132.16
14,d,55.93
2,d,87.31
4,w,94.81
13,d,111.86
4,d,128.36
8,w,171.87
5,d,-4.82
20,w,135.00
11,d,157.57
17,w,94.19
4,w,111.73
3,w,156.70
20,w,58.77
12,w,108.51
16,d,35.11
3,d,84.67
4,d,48.11
11,d,24.32
15,d,95.85
16,d,63.03
5,d,215.76
17,w,182.74
17,w,139.41
4,w,73.59
9,w,121.75
9,d,93.93
7,d,24.25
6,w,24.09
3,d,98.72
7,d,85.60
13,w,180.26
6,d,91.92
14,w,146.78
8,d,99.53
10,d,115.63
8,d,148.01
3,d,90.51
14,w,204.02
14,d,114.14
18,w,116.55
15,w,78.12
17,w,96.99
16,d,140.57
10,d,130.37
3,d,56.30
12,w,88.93
7,w,133.69
13,d,108.39
10,d,160.49
15,d,86.17
13,d,89.68
16,d,83.06
5,d,68.26
3,d,79.84
17,d,85.93
3,d,26.47
9,d,54.92
20,w,66.23
6,d,31.98
19,d,34.43
15,d,189.61
3,d,121.07
15,w,150.29
11,d,142.37
6,w,79.06
19,d,60.90
7,d,42.21
13,w,128.21
16,w,189.10
12,d,85.92
16,d,222.78
13,d,115.95
9,w,103.85
2,w,123.87
16,w,173.82
19,d,67.93
20,w,75.09
7,d,84.68
3,d,17.37
10,d,40.31
3,w,79.98
10,d,85.16
13,d,87.81
6,d,10.62
10,d,33.86
16,d,4.49
15,w,139.12
7,d,150.54
11,d,218.44
20,w,109.54
2,w,24.92
8,w,56.48
18,w,-0.74
13,d,93.54
10,w,146.72
1,d,53.45
19,w,19.96
20,d,72.31
9,d,131.57
4,w,151.29
1,w,143.75
9,w,70.59
9,d,79.27
10,w,132.33
1,d,115.10
10,d,125.86
20,w,83.88
14,w,117.71
3,w,77.92
14,w,150.83
5,d,177.17
17,d,184.56
7,d,87.81
5,w,115.20
15,d,30.64
8,w,202.45
3,d,86.93
11,w,73.86
14,w,63.34
14,w,105.58
20,w,139.22
19,d,95.71
10,w,94.03
13,w,76.85
18,d,131.29
16,w,127.43
13,w,4.84
17,w,163.15
18,d,65.67
8,w,84.04
20,d,102.56
12,d,129.25
11,d,137.59
11,d,48.42
16,w,128.03
18,d,95.43
11,d,34.08
8,d,74.31
10,d,92.86
20,w,94.74
8,d,17.20
3,w,204.45
10,w,124.34
1,w,152.32
11,d,55.15
19,d,154.94
11,w,147.91
18,d,133.88
14,d,145.33
1,d,192.76
16,w,133.10
20,w,181.80
6,d,103.31
20,d,137.84
6,d,142.34
13,w,105.99
16,d,221.20
6,d,28.99
4,d,23.17
12,d,127.30
16,w,91.33
4,w,111.56
8,d,81.30
16,w,113.19
5,w,21.32
5,w,92.69
2,d,7.31
5,w,29.17
7,d,57.85
13,w,85.51
12,d,94.94
11,d,92.41
5,w,203.74
16,d,37.40
17,w,52.11
4,d,16.89
6,w,46.64
4,d,109.76
5,d,91.59
4,d,74.11
13,w,126.21
8,d,125.25
2,d,86.80
13,d,69.25
1,w,73.65
12,d,68.86
13,w,157.72
14,d,51.58
10,d,99.83
3,w,206.32
9,w,82.85
9,d,108.51
14,d,111.51
16,w,94.37
12,w,123.58
20,d,58.69
20,w,51.24
2,d,146.12
7,d,101.62
16,w,142.46
14,d,32.75
1,d,103.76
19,w,96.52
1,d,118.04
1,w,191.69
14,d,103.11
4,w,59.47
17,w,91.20
20,w,188.83
5,d,172.65
20,w,201.26
19,w,53.81
15,w,93.01
1,w,153.00
3,d,219.19
14,w,135.40
10,w,26.84
18,d,104.80
6,w,116.19
13,d,84.53
2,d,225.44
15,w,44.14
7,d,27.57
8,d,198.50
20,d,72.17
4,d,102.86
12,d,145.46
15,w,126.28
4,d,75.87
3,d,111.50
10,d,35.60
17,d,136.37
4,w,158.98
20,w,98.46
12,w,88.22
5,d,58.31
17,w,173.10
11,w,122.87
2,d,64.42
17,d,28.67
3,w,69.39
10,w,146.43
4,d,115.04
12,d,149.29
6,w,111.64
7,w,152.68
14,w,144.60
16,w,129.81
13,d,174.63
12,d,99.11
6,w,97.98
12,d,86.51
19,d,75.26
9,w,76.25
7,d,82.92
12,w,124.07
7,w,29.90
20,w,181.83
13,w,64.16
19,w,16.88
5,d,105.13
11,w,18.32
4,d,70.47
16,w,150.97
6,d,145.04
3,d,187.29
11,w,80.91
19,w,107.97
10,d,84.83
17,d,70.21
19,d,179.58
16,d,107.69
16,w,56.12
5,d,38.41
19,w,41.55
12,w,122.68
13,w,159.90
7,d,32.45
5,d,45.18
8,d,84.64
3,w,121.90
14,w,100.48
10,d,74.55
9,w,157.84
12,w,163.23
8,w,54.91
9,d,30.84
10,d,89.20
16,w,62.94
2,d,81.73
7,d,93.14
18,w,101.94
5,d,67.07
1,d,137.51
2,w,80.27
17,w,112.74
6,d,142.34
16,d,45.34
5,d,86.94
19,w,179.87
5,w,63.69
13,w,66.63
7,w,165.04
15,w,100.14
6,w,121.55
8,d,85.70
11,w,144.71
9,d,116.19
18,d,182.14
14,d,82.66
7,d,135.42
6,w,87.86
12,d,86.01
13,d,149.51
19,w,142.00
4,d,108.05
10,w,142.19
3,d,137.15
5,w,30.38
5,d,64.37
14,w,103.44
4,w,63.44
14,w,151.76
12,w,48.46
7,w,43.60
15,w,134.22
8,w,210.90
8,w,63.78
10,d,143.78
6,d,125.80
20,w,26.53
3,d,53.66
16,d,133.26
18,d,88.68
18,w,156.79
17,d,95.77
13,d,67.03
10,d,84.78
16,w,108.23
7,w,187.44
2,d,97.04
11,d,207.66
7,w,157.99
3,d,50.77
4,w,103.40
7,w,94.79
17,d,18.66
3,d,149.53
16,w,47.65
17,w,156.42
10,d,166.78
20,w,58.99
14,w,115.39
1,d,69.69
15,d,93.13
3,w,157.02
11,w,84.16
14,w,98.56
13,d,97.14
18,d,119.24
3,d,178.73
15,d,59.68
20,w,165.95
4,d,96.95
13,d,50.05
20,w,154.52
16,w,69.74
12,d,-11.84
3,w,138.29
8,d,85.65
18,d,80.85
5,d,14.26
18,w,64.04
19,w,37.38
6,w,91.57
8,d,72.91
6,w,31.55
7,d,118.87
2,d,91.43
5,d,66.94
7,w,33.62
14,d,54.21
4,d,59.74
19,w,-61.44
19,w,126.34
1,d,106.01
17,d,82.61
2,d,93.65
17,d,41.26
2,w,55.20
7,d,111.03
13,w,113.75
20,w,147.28
10,d,35.76
19,w,118.39
12,w,56.37
14,w,38.74
12,w,33.30
18,d,73.73
6,d,109.58
20,d,107.07
20,w,60.34
8,w,86.88
2,d,103.32
17,d,157.77
10,w,23.37
18,w,102.25
2,d,9.49
1,w,185.76
4,w,136.98
11,w,119.40
9,d,127.16
16,d,70.39
1,w,152.99
20,d,70.48
18,d,36.57
10,d,107.45
14,d,58.65
3,d,94.32
1,d,132.51
18,w,56.47
3,d,231.03
1,d,-39.77
19,d,112.92
15,d,63.71
11,d,137.82
8,d,42.89
19,d,137.80
9,d,121.61
3,d,122.20
4,d,123.31
9,d,115.73
14,d,128.53
18,d,50.66
17,d,60.99
10,d,113.92
18,d,16.07
1,d,26.05
17,w,-39.83
4,d,180.30
9,d,180.07
10,d,69.52
19,w,92.79
17,d,116.36
9,d,10.99
3,d,91.70
15,d,105.23
17,d,148.28
4,w,59.01
12,d,85.17
9,w,132.97
17,d,32.72
19,d,109.54
11,d,68.88
12,w,49.81
4,w,117.92
10,w,147.53
16,d,108.81
8,d,101.17
4,d,125.79
17,d,123.10
20,w,138.28
16,d,240.50
14,d,156.45
1,w,138.03
2,w,125.25
14,w,38.79
12,d,102.22
15,w,223.44
1,w,162.47
4,d,128.68
16,w,143.59
17,w,58.32
9,d,76.82
14,d,1.65
18,d,34.78
11,d,77.73
8,w,51.46
2,w,216.77
14,d,33.25
14,d,50.75
15,d,81.52
2,d,136.83
4,w,25.56
15,d,111.09
18,d,83.16
17,d,84.55
13,d,37.45
2,d,37.70
12,w,113.95
13,w,187.07
4,d,26.49
15,w,107.65
1,w,73.17
4,w,109.14
7,d,84.35
16,w,33.93
11,w,63.31
4,w,114.38
18,d,141.06
10,w,137.41
6,w,63.79
7,d,148.15
8,d,97.22
7,d,112.74
9,d,59.15
19,w,84.43
17,w,105.16
3,w,114.46
6,d,83.22
18,d,119.12
20,w,185.09
2,d,127.86
10,w,164.11
3,d,241.83
6,d,149.74
10,d,37.84
7,w,143.36
14,d,73.56
11,d,41.95
6,d,137.52
12,w,110.45
1,w,217.60
1,w,138.55
14,w,101.89
17,d,184.71
7,w,75.34
6,w,150.60
4,w,99.99
14,w,109.30
7,d,153.81
6,w,71.07
20,d,43.43
13,d,91.16
16,w,62.40
7,w,103.86
2,d,24.66
16,d,70.82
18,d,165.19
10,d,89.18
20,w,208.85
6,w,39.28
8,d,23.84
5,d,28.26
18,w,79.64
14,w,113.10
19,w,111.73
5,d,140.83
3,w,58.37
5,d,93.17
8,w,95.60
6,w,121.93
16,d,93.52
5,w,48.75
14,w,71.97
2,d,37.84
2,w,126.52
8,d,42.91
12,d,183.67
5,w,7.23
10,d,75.50
8,d,80.31
7,d,68.48
10,w,96.01
3,w,31.32
5,w,155.32
7,w,115.94
2,w,72.04
6,d,69.64
12,w,140.62
13,w,26.29
8,d,86.75
18,w,105.73
1,d,114.48
20,w,153.83
1,w,157.17
1,w,58.62
4,w,68.88
11,d,120.29
3,d,35.64
12,w,48.98
15,w,145.44
11,w,120.23
17,d,110.59
10,d,99.13
1,d,59.87
8,d,101.85
3,d,128.37
14,d,113.49
9,d,75.77
2,d,107.22
10,w,85.19
12,w,138.37
7,w,101.61
2,w,92.31
20,d,139.16
2,w,84.17
2,w,51.87
1,w,50.95
9,w,93.95
6,w,144.35
5,w,119.80
19,d,149.83
2,w,63.93
18,d,32.85
19,w,104.38
12,w,136.12
5,d,46.44
15,d,80.91
14,d,-29.50
18,d,159.47
18,w,106.67
19,d,127.19
11,d,96.88
9,d,114.16
20,d,125.72
10,w,101.07
14,d,142.73
4,w,145.76
5,w,54.71
3,w,127.04
9,w,81.73
2,w,33.36
18,w,47.23
12,d,120.67
14,d,138.69
17,w,71.47
9,d,70.81
10,w,13.50
6,w,99.96
14,d,56.33
18,d,72.32
17,w,96.79
11,w,88.12
10,d,49.88
19,d,159.92
