# Atm transactions from machine 09
# format: account number, type, amount
10,w,26.27
9,w,102.05
14,d,111.49
13,w,34.04
7,w,189.42
11,d,-9.47
9,w,88.93
2,w,157.04
19,d,139.25
8,d,71.44
13,d,72.64
13,w,135.52
5,w,115.40
4,w,159.46
15,d,107.44
7,d,116.72
2,w,116.62
16,d,63.07
14,w,114.19
18,d,38.06
7,w,141.64
1,w,141.53
9,w,90.16
12,d,127.41
7,w,192.71
10,w,161.87
7,d,159.88
7,w,147.88
19,d,37.23
3,d,180.61
20,w,89.11
5,d,42.80
14,w,125.37
16,w,59.74
9,w,103.10
12,w,-6.09
15,w,90.31
17,w,37.30
12,d,160.12
1,w,25.00
8,d,-28.04
2,w,127.19
14,w,38.45
14,d,122.65
13,d,127.40
19,d,-4.85
10,w,17.08
15,w,72.06
18,d,22.35
2,w,86.70
4,d,91.98
18,d,132.75
3,d,156.70
6,d,52.81
20,w,71.79
16,w,39.45
20,d,127.67
10,d,84.90
16,d,192.61
7,d,141.96
20,w,171.00
6,w,121.46
17,w,81.34
8,w,158.67
19,w,95.76
10,w,124.64
15,w,171.06
11,w,155.66
10,w,117.42
15,w,71.16
17,w,118.17
7,d,201.67
6,d,37.62
3,w,135.38
18,w,96.73
20,d,180.58
8,d,163.18
2,d,181.06
11,d,32.33
17,d,132.71
14,w,136.28
20,w,78.18
17,d,246.82
2,w,-21.13
20,w,126.18
19,d,142.77
4,d,116.54
9,w,61.71
4,w,153.81
18,w,102.20
18,d,54.64
18,w,87.31
16,w,89.31
8,w,47.58
2,d,140.83
19,w,84.64
18,d,46.86
1,d,159.16
1,d,50.90
5,w,33.12
4,w,79.36
19,d,88.57
7,w,20.54
18,w,123.07
6,w,28.68
7,w,43.58
2,w,-32.58
15,d,54.53
10,d,-1.40
7,d,100.25
5,w,84.69
13,d,112.26
11,w,16.98
10,d,67.82
14,d,51.54
10,w,187.52
15,d,36.86
18,d,93.39
12,w,153.10
1,d,14.75
17,w,99.24
18,w,87.75
19,w,110.34
8,d,138.38
17,d,50.59
6,d,40.52
19,w,143.16
14,w,158.48
1,d,99.49
5,d,85.87
4,w,83.09
6,d,103.48
14,w,117.88
2,w,67.76
12,w,201.20
7,w,85.03
12,d,106.99
17,d,77.44
11,w,184.98
1,w,72.66
3,d,141.49
13,w,210.08
11,w,108.74
10,w,83.09
7,w,74.25
11,d,211.42
16,d,112.67
15,d,112.54
4,w,61.55
20,w,81.28
2,d,106.78
11,w,90.05
3,d,122.09
7,w,31.16
18,w,146.19
5,w,175.84
8,d,124.00
11,d,60.20
18,w,161.24
2,d,79.41
15,w,87.24
6,w,108.12
3,d,115.75
6,d,119.74
3,d,105.83
17,w,94.23
8,d,99.57
16,d,190.20
10,d,111.29
7,w,-28.35
17,w,83.08
1,d,119.85
13,w,83.58
5,w,85.70
12,d,43.18
17,d,97.38
19,d,146.19
9,w,95.99
3,d,97.18
14,w,130.34
10,w,82.46
4,w,51.88
4,w,58.60
14,w,127.49
10,d,52.70
10,d,143.51
15,d,59.41
12,d,89.35
19,d,8.38
3,d,56.69
15,w,57.79
9,w,231.88
13,d,128.30
6,w,56.61
10,d,24.76
16,d,131.47
2,d,83.49
13,w,46.78
2,w,46.32
19,w,48.29
8,w,108.46
10,w,11.26
6,d,119.37
1,w,123.58
5,w,129.91
10,w,19.36
10,w,187.67
17,d,127.51
11,d,46.01
15,d,64.40
6,d,90.78
10,d,97.45
12,d,84.98
15,w,12.87
14,w,0.68
18,w,120.77
15,d,172.22
3,d,66.52
8,d,147.76
7,w,102.11
19,d,113.10
6,w,80.99
3,w,124.71
7,d,64.01
6,d,50.18
4,w,65.75
9,d,138.92
13,w,148.86
9,d,88.53
3,d,62.76
18,w,167.54
7,w,32.30
3,d,99.48
3,w,126.03
16,w,57.94
19,d,55.36
11,d,66.64
6,w,47.63
4,d,144.62
20,d,98.26
2,w,76.88
15,d,156.39
11,d,103.83
11,w,101.93
11,d,106.52
3,d,160.94
10,d,129.91
17,d,159.05
19,d,19.08
1,d,117.11
14,d,54.17
2,d,104.63
14,w,98.79
13,w,84.30
19,w,196.63
1,w,108.50
3,w,70.08
11,w,136.78
17,w,114.24
1,d,16.00
3,w,74.22
5,w,60.34
10,d,91.81
1,w,225.23
5,w,91.99
10,d,14.02
14,d,39.99
16,d,149.14
14,w,197.67
12,d,20.48
1,w,157.25
8,d,84.52
6,w,96.93
12,w,38.94
20,d,18.68
7,d,127.80
17,d,121.12
17,d,97.99
14,w,98.99
3,d,2.75
16,d,180.58
10,d,171.88
19,w,125.48
3,d,90.27
6,d,111.97
20,w,93.22
14,d,72.40
10,w,38.70
18,d,138.80
16,w,77.81
1,w,49.73
15,w,78.10
11,w,62.48
5,d,64.51
6,d,67.80
20,d,196.03
14,w,230.40
4,d,61.41
4,d,54.02
6,w,31.84
9,w,96.09
14,w,77.81
3,w,90.59
20,d,71.20
8,w,21.67
7,d,161.20
8,d,74.47
15,w,106.26
12,d,176.67
10,w,58.45
1,w,40.95
2,w,132.21
13,w,152.37
16,w,107.90
10,d,221.85
16,w,147.82
8,w,135.85
9,d,52.15
19,w,45.36
19,d,92.45
16,d,34.20
7,w,28.56
13,w,117.71
20,d,41.94
19,d,156.19
5,d,-27.34
20,w,120.00
13,w,102.66
20,w,151.31
17,w,109.47
20,w,88.63
5,w,65.26
3,w,97.66
11,w,99.18
2,d,57.82
8,w,-32.30
7,w,9.50
18,d,146.48
9,w,155.57
8,d,15.86
13,d,79.70
17,d,175.00
17,d,149.22
8,w,161.21
17,w,99.03
11,d,93.69
18,d,69.59
6,d,178.18
20,d,40.51
3,d,47.72
20,w,86.52
8,w,135.51
6,w,120.67
3,d,133.93
1,w,147.53
15,d,112.19
19,w,90.66
3,d,128.18
3,d,46.58
1,w,135.57
19,w,131.01
17,w,139.77
17,d,138.80
2,d,27.95
4,d,55.14
20,d,119.84
20,w,65.98
5,w,85.13
19,w,38.25
5,d,113.45
5,w,148.78
7,d,169.81
17,w,124.76
11,w,101.42
14,d,91.98
15,d,161.83
2,d,99.04
14,w,70.95
3,w,92.64
2,d,115.83
7,d,103.79
9,d,47.17
1,d,-0.32
6,w,167.05
2,d,231.83
19,d,173.60
12,d,25.84
7,w,66.77
17,w,164.32
8,d,126.04
13,w,61.60
18,d,66.51
9,d,46.68
7,d,114.69
6,d,127.75
6,w,23.62
3,w,48.48
11,w,139.47
7,d,-3.02
1,w,82.42
6,w,119.77
7,w,101.34
1,d,82.22
1,d,66.99
9,w,181.06
17,w,82.83
14,d,131.19
11,w,21.99
5,d,38.35
17,d,97.68
18,d,23.68
1,d,127.56
20,d,182.23
14,d,83.79
1,w,31.79
16,d,103.42
13,d,106.37
7,d,95.64
12,d,86.25
14,w,95.98
7,d,38.90
7,w,76.25
3,w,23.52
13,d,54.49
11,w,113.42
8,d,93.11
20,w,41.48
19,d,136.92
14,d,6.92
11,w,53.79
7,d,164.06
16,d,144.27
13,d,105.13
9,d,44.76
7,w,96.19
1,w,141.96
13,w,73.54
13,w,176.24
10,d,154.02
3,w,113.83
19,w,164.80
3,d,104.49
3,d,86.36
1,d,68.90
18,d,68.85
7,w,71.83
1,w,110.90
4,d,121.75
10,d,96.77
13,w,136.39
6,d,67.90
1,d,42.60
15,d,199.06
2,d,67.73
18,w,79.61
20,w,54.95
16,w,170.62
2,w,151.04
19,w,144.19
14,w,108.78
1,d,79.30
15,w,77.11
1,d,71.62
7,w,113.37
12,w,95.60
20,d,78.68
6,w,205.01
12,d,107.70
3,w,1.64
6,w,105.63
11,w,41.43
7,w,142.72
19,d,12.40
14,w,151.31
13,w,29.70
1,w,48.73
11,d,117.02
9,w,97.81
20,d,95.79
18,w,121.26
18,w,113.53
2,d,25.49
13,w,133.61
10,d,129.67
1,d,50.56
20,w,127.48
7,w,16.50
7,w,106.97
12,d,74.47
9,d,61.25
6,d,113.76
3,d,107.46
11,w,124.09
5,d,69.40
16,w,89.31
5,d,150.47
10,w,24.53
18,w,88.22
5,w,139.16
1,d,12.40
14,w,95.12
17,d,169.28
16,d,117.22
20,w,117.12
9,d,143.98
2,d,118.83
7,d,11.93
6,d,265.97
11,d,96.37
1,d,96.46
15,w,17.10
12,d,115.80
12,d,6.10
16,w,80.87
14,d,87.25
6,d,81.75
6,d,28.93
18,w,192.89
14,w,114.68
10,d,73.09
3,w,166.88
17,d,99.46
13,d,86.76
10,w,63.06
11,w,140.59
13,d,193.13
19,d,116.80
19,d,48.51
16,w,101.28
13,w,78.85
12,d,84.79
8,d,85.36
3,d,108.70
11,d,166.72
4,w,83.63
8,w,68.41
4,w,71.11
17,d,59.16
16,w,35.41
11,d,53.51
12,d,95.06
13,d,120.15
3,d,100.60
2,w,124.84
14,w,-5.73
14,w,81.53
17,d,118.35
18,w,87.47
17,w,108.84
20,w,60.14
1,d,217.95
5,w,121.80
17,d,155.58
4,d,121.11
17,w,150.25
12,w,116.63
3,w,51.40
15,w,161.22
16,w,197.69
8,d,87.05
4,w,39.62
14,d,157.94
6,w,105.75
12,w,177.82
