# Atm transactions from machine 06
# format: account number, type, amount
6,w,124.21
1,d,110.12
17,d,101.65
1,d,10.62
3,w,186.25
6,w,77.21
12,d,88.56
17,w,84.74
11,w,45.93
9,d,34.23
14,d,47.02
19,w,106.75
12,d,96.73
14,w,49.36
9,w,133.56
9,d,37.79
4,w,126.39
8,d,107.42
12,d,-27.92
16,w,74.72
17,w,75.67
16,w,91.58
6,d,47.05
1,w,103.68
8,d,224.67
11,w,3.89
12,d,107.07
16,w,93.98
17,w,6.45
17,w,50.83
9,w,91.65
4,w,77.58
9,w,97.01
13,w,34.79
10,d,100.93
7,w,23.10
9,d,106.18
10,w,132.00
13,d,124.93
16,w,50.05
13,w,32.69
5,w,113.73
15,d,121.51
16,w,49.59
18,d,61.67
14,w,65.28
5,d,17.60
14,w,133.37
13,d,60.53
10,w,76.38
16,w,87.03
15,d,91.41
8,w,33.53
19,d,71.21
17,w,155.34
11,w,76.60
15,d,59.84
18,w,124.84
6,w,146.60
13,w,-42.94
12,d,107.17
14,w,61.76
5,d,101.88
4,d,56.63
6,w,15.56
4,w,74.88
1,w,107.72
12,d,153.69
3,d,17.28
11,d,106.55
15,w,-5.77
19,w,139.07
17,d,79.49
5,w,94.33
14,w,29.80
9,d,46.49
20,d,3.71
6,w,138.45
19,d,112.65
14,w,99.39
12,d,109.92
16,d,65.23
6,w,120.68
9,w,227.87
1,w,65.66
12,d,161.17
12,d,150.57
14,w,190.29
13,d,173.94
13,d,89.30
17,w,176.96
19,w,107.87
11,w,79.38
2,w,207.59
3,w,103.86
3,d,85.38
2,w,117.68
17,d,95.18
3,w,39.98
8,d,74.38
3,w,79.02
18,d,180.17
15,w,38.58
8,d,70.31
13,w,162.34
17,d,107.62
8,d,114.59
19,w,101.38
11,d,76.91
7,d,109.53
19,w,141.24
3,w,77.19
15,w,40.73
11,w,96.53
13,d,91.40
4,d,95.81
3,d,164.49
17,w,42.01
9,w,104.35
1,w,31.87
14,w,146.42
4,w,125.36
7,w,114.88
4,d,179.71
15,w,52.40
8,w,77.25
16,d,141.97
5,w,68.59
20,d,63.63
6,d,61.52
12,d,67.26
5,d,64.74
13,d,105.30
10,d,91.57
1,w,109.88
7,w,89.75
9,d,70.34
3,d,83.41
2,w,52.18
14,w,62.86
20,w,123.51
15,d,94.07
14,d,91.24
10,w,169.21
6,w,79.33
7,d,122.02
20,w,175.85
3,w,14.14
18,d,45.48
2,d,145.60
1,d,51.82
16,w,166.63
16,d,94.56
13,w,228.20
15,d,46.30
12,d,137.70
2,d,29.58
6,d,179.30
19,w,-1.38
6,d,144.61
7,w,7.49
8,w,95.85
14,d,91.92
11,d,123.94
20,w,153.52
16,d,54.64
7,d,148.93
18,d,86.40
11,d,57.99
16,d,57.98
15,w,89.13
15,d,99.26
20,d,77.87
15,d,149.48
19,d,135.20
14,w,114.20
3,d,79.41
1,d,21.53
18,d,135.26
11,d,153.12
18,w,144.62
4,w,117.95
10,w,45.09
7,w,-27.81
5,d,28.57
16,d,107.47
13,w,134.20
18,w,84.32
13,w,64.35
5,w,69.50
20,d,184.65
8,d,28.08
7,d,78.56
9,w,140.60
14,d,170.20
1,d,96.22
10,w,87.76
20,w,89.78
17,w,100.55
8,d,31.58
18,d,86.35
1,w,120.03
15,w,118.19
10,w,24.58
5,w,102.67
17,d,96.59
15,d,145.22
11,d,174.32
12,w,151.00
14,d,37.02
10,w,151.83
20,w,123.90
17,d,14.22
2,d,19.89
16,w,40.03
15,w,111.49
17,d,193.48
11,w,49.89
10,w,142.43
6,w,133.06
14,w,69.21
3,d,42.72
15,w,118.09
15,d,103.35
3,w,226.15
14,w,54.48
14,w,176.84
3,d,196.58
1,w,131.09
19,w,127.50
15,d,105.95
18,w,91.79
1,d,115.43
4,w,106.44
13,d,71.77
17,w,101.65
3,d,110.65
17,w,91.50
6,d,125.11
20,d,63.71
17,d,79.78
8,w,60.63
9,w,52.41
17,d,1.28
9,w,162.83
16,d,-0.39
9,w,153.70
4,w,65.61
14,d,137.42
19,d,39.61
14,d,148.92
20,w,1.24
18,w,14.63
20,w,89.12
19,w,23.48
1,w,171.60
10,w,110.54
11,w,38.44
4,d,34.20
1,w,188.90
6,d,8.75
7,d,0.74
19,w,181.06
9,d,72.60
20,d,89.25
13,w,-74.84
2,w,71.97
8,w,77.81
2,w,190.42
13,d,143.60
15,d,93.80
6,w,42.16
15,d,109.48
19,d,57.71
3,w,97.07
17,w,141.84
8,d,191.70
8,w,163.11
1,w,136.39
17,d,173.28
10,w,148.97
7,w,-43.21
15,d,58.36
1,w,92.73
6,d,62.14
5,w,111.70
3,d,177.69
5,d,70.46
6,d,130.48
1,d,108.29
1,d,125.31
6,d,182.81
10,d,146.45
6,d,130.49
10,w,119.29
14,w,124.61
5,w,76.51
4,w,226.15
2,d,166.19
7,d,115.22
12,w,85.16
4,d,-35.97
11,w,80.53
8,w,182.25
9,w,116.75
18,w,86.41
3,w,109.57
4,w,40.20
9,d,178.56
7,d,138.78
19,w,130.66
5,d,144.36
20,w,114.53
5,w,67.38
10,w,168.49
19,w,34.81
15,d,58.20
18,w,176.93
17,d,115.84
17,w,96.32
5,d,34.18
11,d,66.77
10,w,138.53
5,w,64.03
20,d,142.17
19,d,45.79
20,w,76.60
14,d,107.72
11,d,42.14
3,w,74.84
7,d,41.85
2,d,12.31
12,w,129.46
14,w,60.44
9,d,119.11
16,d,72.18
2,w,95.56
10,w,103.74
8,d,106.87
11,w,54.09
2,w,66.73
15,d,138.03
14,w,33.30
9,w,127.84
19,d,144.60
10,w,56.21
4,w,21.55
12,w,164.55
13,d,51.40
1,w,175.58
17,w,119.56
9,w,123.70
15,d,184.23
13,d,42.28
3,d,99.98
19,w,115.21
11,w,116.28
9,w,43.61
14,w,126.43
17,d,174.32
15,d,75.95
4,d,119.89
4,w,107.30
16,d,114.54
1,w,212.52
3,d,208.00
6,w,109.16
3,d,108.61
8,w,131.26
8,w,100.92
15,w,129.46
15,d,127.59
6,w,-19.39
4,w,131.81
13,d,91.45
13,w,96.66
16,d,127.22
16,w,24.88
11,d,142.05
1,d,71.56
9,d,170.49
13,d,77.64
20,w,152.48
6,d,104.97
10,d,153.99
15,d,194.08
7,d,82.60
17,d,97.08
1,w,27.27
10,w,54.61
12,d,130.88
2,d,182.29
6,w,-2.07
1,d,121.42
3,w,109.88
14,w,121.03
8,w,56.80
11,w,72.40
15,d,107.66
12,w,168.78
12,w,101.84
12,d,117.94
1,w,28.40
1,w,76.27
20,w,91.05
13,d,56.08
12,w,-6.07
3,w,76.22
16,d,90.15
10,w,133.21
3,w,92.41
11,w,81.59
11,d,183.49
6,w,98.26
5,w,65.08
6,w,25.67
8,d,68.85
6,w,95.50
3,d,16.40
15,w,51.37
4,d,78.56
13,w,181.80
1,d,82.49
4,w,59.47
19,w,162.79
1,d,120.54
11,w,83.91
10,w,91.67
5,w,109.80
7,w,57.80
5,d,113.42
19,d,114.41
20,w,68.61
18,d,92.34
11,d,103.01
10,d,86.79
12,d,13.08
2,d,68.63
7,d,104.59
5,w,71.15
4,d,104.87
2,d,92.27
11,w,27.77
4,w,105.06
12,d,217.43
11,d,91.49
11,w,106.46
20,w,134.42
4,w,99.27
3,w,148.54
8,d,119.58
20,w,94.33
18,d,123.19
5,w,67.23
14,d,77.70
7,w,45.34
14,d,15.19
18,d,66.28
4,d,31.54
8,d,130.71
15,w,125.38
7,w,167.90
5,w,165.20
12,d,101.39
17,d,117.09
5,w,78.34
18,d,100.51
16,d,78.70
3,d,126.49
7,w,87.33
7,w,142.27
2,w,92.10
19,d,94.05
11,w,57.64
15,d,39.25
19,w,116.30
13,w,108.32
9,w,86.53
2,d,113.94
16,w,78.49
17,w,36.18
2,w,96.70
18,d,85.18
4,w,30.65
6,d,97.43
2,w,104.06
13,w,71.61
2,w,146.77
2,d,149.56
16,w,45.42
4,d,127.07
17,d,81.41
9,w,116.58
11,d,69.83
19,w,58.00
12,d,72.38
11,w,62.73
13,d,5.26
9,d,143.11
14,d,95.14
9,d,15.71
5,d,30.48
2,w,-3.31
10,d,117.80
18,w,29.67
2,d,107.19
20,w,19.93
12,d,66.11
19,d,77.20
18,w,50.96
2,w,146.65
2,d,48.24
15,w,123.11
4,w,90.47
2,d,146.38
10,w,103.16
9,w,55.03
17,d,33.02
8,d,31.66
6,d,32.77
12,w,94.47
3,w,117.38
20,w,-26.59
13,d,69.36
20,d,12.62
6,w,85.97
19,w,79.86
16,w,53.26
6,d,101.20
4,d,150.12
13,d,97.56
10,w,185.58
5,d,128.46
4,d,101.02
1,w,110.44
13,d,105.27
17,w,136.73
6,w,84.74
18,w,89.08
10,d,107.77
5,w,31.75
6,d,121.11
5,d,76.53
12,w,54.51
7,d,83.92
6,d,79.92
19,d,111.24
15,w,55.14
9,w,129.08
13,d,59.53
10,d,107.35
4,w,86.46
4,d,47.52
2,d,96.84
15,d,107.67
19,w,215.72
10,d,114.45
5,d,144.02
12,w,197.02
2,w,130.50
2,w,84.10
7,w,40.12
8,d,123.42
16,w,115.05
13,d,171.82
8,w,71.65
1,d,175.39
3,w,77.37
4,d,49.47
14,d,85.80
16,w,109.00
17,d,94.30
14,w,86.38
20,w,12.45
7,d,32.33
9,d,33.57
5,w,111.68
18,d,121.89
17,d,122.74
13,w,105.29
6,w,102.03
17,w,119.24
13,w,69.04
3,d,51.94
12,w,87.03
19,d,33.13
17,w,112.23
9,w,140.01
1,w,139.93
19,w,81.87
2,w,15.87
2,w,64.80
9,w,137.62
17,d,65.00
2,d,179.46
18,w,159.65
18,d,61.19
18,w,83.99
14,d,78.79
10,w,66.85
14,d,86.75
16,w,147.81
19,d,108.81
1,d,72.15
10,w,61.96
2,w,67.98
14,d,48.36
1,d,126.21
18,d,84.27
12,w,21.96
5,d,132.90
14,w,34.52
20,w,73.33
8,d,185.54
4,d,127.89
1,d,105.18
11,d,100.35
19,d,3.18
9,d,143.11
7,w,62.94
15,d,54.92
9,w,129.10
6,d,11.96
1,d,88.86
5,d,83.35
3,d,116.51
7,w,157.78
18,d,125.69
16,w,114.90
12,d,54.45
3,w,85.37
19,d,132.65
19,w,237.91
1,w,41.74
19,d,67.36
2,d,123.25
20,w,62.03
3,d,92.75
5,w,124.68
20,d,113.82
18,w,57.00
12,d,155.63
9,w,105.54
3,w,150.92
18,d,73.44
7,w,182.05
7,w,182.56
16,d,85.01
15,w,133.85
16,w,98.34
3,w,135.22
15,d,29.80
18,d,81.22
13,w,118.73
4,w,112.02
9,d,232.43
13,w,123.87
13,d,125.21
15,w,69.34
20,w,-3.54
17,d,121.08
18,w,103.50
7,d,142.44
16,d,194.31
19,d,170.73
18,w,190.46
9,d,57.56
10,d,58.49
5,d,113.46
3,w,96.69
9,w,44.60
17,d,44.34
5,w,106.35
13,d,62.34
20,w,126.11
8,w,140.80
9,d,133.15
12,d,78.18
11,d,-16.50
10,d,179.80
13,d,101.12
11,d,128.63
12,d,60.71
19,w,110.91
17,d,165.16
5,d,47.37
12,w,63.91
20,d,191.18
6,w,124.18
5,w,107.08
13,w,89.05
9,d,47.21
11,w,225.25
19,w,35.24
19,w,102.94
17,d,102.85
9,d,90.98
10,w,79.52
6,d,184.53
18,d,157.28
10,w,120.78
4,d,126.22
14,w,81.62
20,d,88.71
6,d,149.78
14,w,64.19
13,d,174.04
9,w,137.58
3,w,63.20
18,w,130.39
15,w,68.61
10,w,90.82
1,d,124.07
3,w,123.10
3,d,97.02
6,w,70.09
16,w,112.37
16,d,34.07
17,d,215.23
16,d,99.37
17,w,-2.90
8,d,225.56
17,d,113.34
14,d,105.87
18,d,135.83
12,d,11.34
1,d,96.31
4,d,24.04
11,w,27.85
12,d,88.11
12,w,94.73
18,w,179.88
3,w,148.15
4,w,124.51
17,w,74.40
19,w,130.43
16,w,42.77
16,w,164.72
1,w,60.74
17,d,87.29
2,d,209.14
7,d,29.63
11,d,102.41
6,d,73.16
10,d,113.13
8,d,120.36
8,w,230.81
19,d,107.97
4,w,104.12
17,w,181.95
16,d,124.16
2,w,108.83
6,d,86.53
19,w,-28.35
19,d,111.84
2,d,8.25
2,w,78.07
8,w,86.01
7,d,64.04
8,w,30.01
1,d,102.39
5,d,-5.90
20,w,117.05
4,w,125.52
16,w,157.89
6,w,59.51
9,w,98.85
14,w,116.50
3,w,83.71
18,d,136.87
6,d,114.13
17,d,99.81
13,w,109.49
17,d,67.79
12,w,138.04
15,w,160.69
2,w,163.15
17,w,23.35
13,w,154.19
11,w,130.77
18,d,84.74
14,d,74.46
20,d,104.29
13,d,21.38
16,w,117.69
10,d,149.95
15,w,80.05
12,d,119.00
1,d,118.95
1,d,72.85
1,w,155.93
19,w,162.09
7,d,144.21
12,w,182.84
2,w,74.01
17,d,166.85
16,d,97.37
18,w,132.73
8,d,75.78
17,w,115.02
6,d,-12.11
11,d,152.34
9,d,121.34
17,w,34.01
4,d,94.79
3,w,205.87
15,d,148.35
20,w,179.05
20,w,112.46
10,w,118.84
9,w,107.96
12,d,122.67
13,d,120.73
9,d,63.21
1,w,108.13
1,w,93.10
9,d,68.97
9,w,117.63
10,w,145.17
5,w,122.80
11,d,52.57
15,d,38.94
6,d,85.22
2,w,153.50
12,w,64.62
5,w,26.47
12,d,100.67
11,d,98.37
9,w,125.85
13,d,55.65
12,d,94.00
3,w,72.84
1,w,155.94
7,w,127.34
4,w,104.02
17,d,143.44
14,d,37.58
3,d,121.10
19,w,119.50
12,d,118.67
20,w,85.67
13,d,31.44
19,d,62.70
13,w,109.32
4,w,85.77
12,d,126.12
11,w,142.34
8,d,144.31
14,d,129.71
12,d,99.66
20,d,89.76
9,d,144.11
9,w,90.63
4,w,177.62
6,w,67.84
11,w,96.07
9,w,64.86
12,w,35.58
17,d,66.30
16,d,107.73
15,d,65.89
6,d,82.60
14,d,37.38
1,d,107.00
11,d,145.41
3,w,66.64
4,w,26.18
16,w,96.50
15,d,30.65
17,w,89.49
16,d,42.34
9,d,147.61
20,d,58.20
16,d,164.50
4,d,206.36
15,d,7.30
14,w,137.23
4,d,99.79
18,w,107.08
1,w,120.99
19,w,43.68
14,w,128.01
19,d,16.24
6,w,89.83
14,d,46.16
18,w,195.99
6,w,62.36
4,d,156.14
6,d,98.10
12,d,86.65
20,d,98.16
8,d,114.68
2,d,165.23
15,w,104.83
8,d,100.86
20,w,200.13
15,w,100.05
8,w,122.24
9,d,110.37
9,d,73.49
4,d,193.72
3,w,157.83
9,d,92.30
16,d,89.84
5,w,93.39
16,w,-20.96
8,d,47.14
16,d,70.28
2,d,65.08
13,d,4.43
8,w,79.13
7,d,179.25
6,w,96.85
10,w,118.36
1,w,93.19
8,d,179.61
18,w,86.91
10,d,102.61
12,d,111.96
5,w,91.14
10,d,14.77
15,w,102.56
13,w,152.21
2,w,57.47
11,d,9.67
2,w,106.60
7,d,51.13
7,d,56.46
3,d,114.08
6,w,154.19
15,d,104.06
8,d,111.86
5,w,97.83
9,w,87.34
7,d,115.27
16,d,73.54
19,d,113.99
15,w,141.80
3,w,27.33
11,w,126.14
18,w,106.77
11,d,129.96
10,w,25.33
3,w,32.53
10,w,165.70
3,w,4.22
6,w,42.90
17,d,94.28
15,w,39.56
12,d,44.48
20,d,117.72
1,d,94.84
16,d,131.90
10,d,21.68
15,w,42.77
10,d,77.68
12,w,44.38
18,w,116.99
1,w,66.18
19,d,92.73
14,w,95.16
1,w,122.15
20,d,26.21
6,w,109.72
6,d,72.19
8,d,57.94
6,w,36.47
15,d,165.36
15,w,109.89
4,d,159.04
19,w,160.86
6,w,17.13
15,w,54.35
17,d,6.06
5,d,93.08
17,w,52.38
12,d,99.97
14,d,98.62
19,w,17.29
8,d,67.81
18,w,40.42
5,w,136.52
1,w,86.34
11,d,209.39
12,w,153.33
5,w,134.29
16,w,60.77
12,w,150.06
16,w,103.09
1,d,51.02
3,d,117.72
9,d,167.52
12,d,86.94
5,d,116.05
7,w,99.17
11,w,77.29
9,w,105.26
16,d,104.47
7,d,65.45
9,d,168.88
5,w,87.85
6,w,60.50
11,d,89.42
2,w,111.78
16,d,127.28
8,w,70.98
15,w,133.80
17,d,165.41
6,w,101.99
1,w,112.05
18,d,195.84
17,d,161.03
4,d,47.97
14,d,127.30
13,d,116.54
6,w,104.90
1,w,93.16
6,d,56.96
8,d,160.52
13,d,171.07
14,d,50.55
9,d,115.43
10,w,90.13
5,w,135.44
3,d,91.95
2,w,132.71
20,d,46.41
17,d,137.71
11,d,136.46
18,d,161.57
3,d,178.23
19,w,129.10
4,w,205.63
20,w,146.12
4,w,108.98
10,d,85.43
3,d,165.32
4,d,129.38
11,w,23.68
12,d,120.45
2,w,69.94
12,d,76.64
11,w,84.51
16,d,166.73
17,w,-39.77
8,w,73.74
9,d,53.11
12,d,88.51
12,d,127.03
16,d,30.19
16,w,74.19
8,w,147.20
7,d,162.20
9,d,89.55
8,w,61.07
17,d,110.10
17,w,87.50
15,w,47.04
1,d,185.83
15,w,5.56
1,d,95.83
17,w,55.16
11,w,63.39
12,d,191.47
5,w,63.85
12,d,108.94
5,d,145.10
17,d,33.88
11,w,75.76
5,d,209.91
4,w,179.14
15,d,-1.81
5,d,154.32
2,d,79.43
19,w,114.90
12,w,106.08
3,w,48.52
15,d,132.18
2,w,76.49
11,w,82.97
4,w,109.29
18,w,170.25
10,w,30.33
6,w,94.63
15,d,127.08
13,d,114.95
13,w,139.71
8,d,142.33
3,w,124.10
5,d,85.35
19,d,119.64
17,w,158.33
14,w,162.79
8,w,143.38
11,w,145.54
10,w,41.27
16,d,129.98
1,d,71.45
19,d,55.18
11,d,108.75
18,d,113.63
15,d,53.21
9,w,64.19
7,w,30.69
9,d,82.75
15,w,149.59
19,d,-33.91
12,w,178.46
11,w,142.16
10,d,125.61
13,d,41.06
14,d,81.13
8,d,64.55
13,w,78.09
5,d,98.18
12,w,65.08
16,d,70.56
6,d,150.14
2,d,32.41
4,w,43.31
7,w,91.14
1,w,5.63
2,d,63.84
17,d,99.49
5,d,150.18
14,w,45.43
9,w,191.90
17,d,106.06
5,w,101.06
7,w,122.20
8,d,200.09
6,d,149.03
14,w,187.11
18,w,223.29
10,w,126.38
7,d,79.04
13,w,97.20
20,w,201.54
17,d,70.89
5,d,25.24
13,d,3.32
10,d,56.00
6,w,103.33
20,w,72.47
1,d,63.84
9,w,139.29
13,d,128.19
3,d,126.42
4,d,141.16
4,w,93.50
3,d,139.86
6,d,152.70
7,w,-10.09
6,d,122.33
6,w,154.56
14,d,99.37
7,w,146.26
17,w,112.70
13,w,97.87
8,w,98.83
8,w,83.35
12,d,49.40
6,w,109.93
16,w,105.92
2,d,58.82
9,w,43.16
10,d,10.17
3,d,62.45
9,d,133.09
3,w,147.85
1,w,114.19
11,w,110.16
7,w,46.52
9,d,112.03
5,w,73.54
12,d,55.11
8,w,133.92
8,d,110.53
4,w,99.96
16,d,51.21
9,w,61.70
16,w,48.28
1,d,121.89
2,w,31.24
19,w,180.64
7,w,36.01
2,w,66.90
10,w,2.71
19,d,101.79
3,w,143.38
19,d,93.92
10,w,39.99
5,w,149.40
1,w,107.04
14,w,111.59
19,w,14.96
1,d,43.52
16,w,107.89
11,w,102.92
12,w,87.44
2,w,124.04
12,d,36.38
8,d,142.88
20,w,4.67
2,w,87.41
8,w,112.83
14,d,57.05
14,d,69.60
7,d,149.93
1,w,94.11
2,d,118.88
13,w,156.12
20,w,121.85
16,d,116.18
19,w,160.09
12,w,64.71
18,d,58.57
17,d,130.31
20,w,134.05
17,w,107.14
14,d,130.80
1,d,153.43
5,d,118.83
20,w,75.82
2,w,119.31
13,d,120.48
10,w,-7.66
16,d,137.65
18,w,126.09
6,w,18.85
12,d,88.37
18,w,140.00
18,d,156.86
4,d,151.26
7,w,151.36
6,d,82.85
3,w,124.59
20,w,178.65
19,d,94.13
19,d,66.02
17,d,107.59
11,w,102.88
15,d,109.13
19,w,115.62
9,d,99.46
10,w,178.05
5,w,107.31
17,w,44.39
3,w,111.27
17,d,14.30
7,d,21.43
5,d,129.82
14,w,226.78
6,w,97.65
5,d,106.79
3,d,89.92
20,w,58.29
8,w,75.96
19,d,121.38
20,w,114.33
7,d,124.45
4,d,19.49
6,w,111.97
14,d,144.33
14,w,144.85
1,w,145.63
5,w,79.78
15,w,89.72
15,d,94.27
10,w,84.76
3,w,57.73
9,d,67.99
1,w,129.27
5,w,99.84
8,d,26.04
18,d,61.62
12,w,95.74
17,d,131.58
2,w,148.33
2,d,101.40
14,d,219.43
11,d,91.06
8,w,122.68
10,w,29.75
18,d,132.60
9,w,133.01
9,d,78.29
14,d,35.03
2,w,222.03
7,w,124.88
3,d,112.68
10,d,-25.07
19,d,120.17
5,w,98.09
10,w,108.66
2,d,117.67
17,w,90.87
9,w,78.08
6,d,60.02
3,w,69.93
10,w,70.02
10,w,0.69
7,d,117.61
8,d,99.04
5,d,108.14
5,w,74.84
6,d,125.52
15,d,101.28
15,d,74.36
10,d,199.83
6,w,148.70
15,w,121.50
6,d,114.43
6,d,-10.33
9,w,57.80
19,w,121.72
9,w,82.68
20,w,102.95
17,d,68.12
4,d,184.61
18,d,124.05
8,w,136.25
9,w,128.32
10,d,141.38
1,w,140.35
13,d,139.28
16,d,164.15
5,w,-59.82
11,d,12.57
20,w,23.80
16,w,88.49
14,w,89.41
1,w,53.78
3,w,90.88
11,d,71.31
18,d,86.36
1,d,75.71
9,d,172.43
20,d,192.58
11,d,123.26
19,w,65.40
12,w,94.67
8,d,-12.63
17,w,144.91
11,d,63.17
8,w,160.40
17,w,65.56
11,d,130.09
2,w,74.09
12,w,76.03
11,w,146.48
6,w,107.51
10,w,107.93
2,w,83.66
7,w,74.23
4,d,12.31
16,w,103.76
11,w,81.28
9,d,169.51
5,d,162.63
7,w,129.23
10,w,87.36
3,d,39.53
3,w,117.18
6,w,24.15
3,d,135.68
17,w,115.30
12,w,168.66
14,w,77.65
11,w,143.32
11,d,145.96
20,w,84.77
19,w,121.93
16,w,69.91
15,w,86.24
6,d,156.97
16,w,172.88
16,d,142.25
16,w,99.91
13,w,108.89
3,w,177.19
12,d,109.18
16,w,131.86
12,d,67.13
20,w,24.33
3,w,-2.86
17,w,58.49
8,w,42.41
10,w,118.32
19,d,53.89
12,w,61.39
1,w,114.92
5,d,24.68
19,d,81.09
11,d,127.45
1,d,6.64
15,w,16.61
17,w,111.56
2,d,174.23
10,d,186.68
1,d,109.19
11,w,106.83
8,d,125.00
15,w,18.06
8,w,112.59
19,d,170.06
3,d,96.45
20,w,134.19
3,d,53.44
4,w,147.64
5,w,133.71
7,d,125.55
1,d,165.48
2,w,136.18
15,d,62.78
4,w,94.42
5,w,92.98
17,d,154.80
16,d,35.44
15,d,163.44
13,d,115.05
1,w,102.22
6,w,213.65
9,w,61.21
18,d,90.59
11,w,107.92
1,w,88.25
13,w,67.21
4,d,124.91
15,d,102.85
7,w,114.19
4,w,130.45
5,w,118.22
3,w,136.75
4,w,140.56
5,w,183.70
11,w,73.92
7,d,88.33
14,d,126.59
16,d,101.69
8,d,125.31
15,d,162.95
17,d,101.55
1,d,117.92
1,w,107.97
9,d,15.50
17,w,179.08
18,d,127.31
19,d,162.94
1,w,66.95
19,d,77.11
8,w,91.35
9,d,26.02
1,w,139.69
9,w,142.04
3,d,46.23
13,d,130.91
16,w,141.47
10,w,164.24
9,d,79.82
18,d,83.38
18,w,-3.22
5,d,142.31
13,d,25.58
16,w,92.30
19,d,163.58
14,w,69.55
14,w,93.17
3,w,63.64
14,w,118.23
12,d,80.36
7,d,70.24
14,d,145.06
1,d,78.22
12,d,229.64
16,d,121.28
19,w,9.87
13,w,62.11
4,d,8.66
11,w,68.58
11,d,169.26
5,d,20.51
6,d,192.51
16,d,48.38
12,w,164.96
19,w,100.13
10,w,115.51
20,d,126.99
12,d,60.84
1,w,101.12
16,w,78.10
9,d,97.87
4,d,43.16
9,d,5.42
4,d,123.46
1,d,110.96
3,d,114.11
17,d,137.53
14,d,40.80
15,w,140.81
2,d,119.87
9,d,64.94
14,d,78.38
1,w,87.14
6,d,33.48
10,w,85.57
15,d,-4.69
7,w,96.64
12,w,35.46
2,w,55.29
20,w,84.02
13,d,178.05
2,d,75.57
6,w,8.90
18,w,43.63
10,w,60.72
14,d,156.47
11,w,81.84
5,d,108.45
20,w,165.07
2,w,66.58
15,w,175.34
14,w,136.96
11,d,137.19
10,d,160.20
7,w,137.43
13,w,49.96
18,w,61.12
5,w,88.52
14,d,103.76
13,d,109.53
17,d,-20.70
12,d,116.06
11,d,117.31
1,w,144.93
15,d,167.61
14,d,90.30
10,d,182.75
18,w,71.37
14,d,73.07
19,d,123.23
9,w,100.02
2,d,27.71
19,w,107.41
16,w,205.99
20,w,175.55
4,d,91.57
8,d,-10.10
11,w,87.43
4,w,129.27
13,w,147.14
4,w,93.94
11,d,56.44
14,d,114.64
6,d,38.69
1,w,34.77
10,w,173.32
18,d,99.07
11,w,12.04
16,w,118.12
17,w,156.78
17,w,117.90
2,w,144.56
10,d,153.55
16,d,119.25
13,d,182.33
3,w,-37.25
16,w,125.69
12,w,99.83
13,d,17.12
4,w,76.03
10,w,132.62
7,w,135.14
4,d,130.89
4,w,41.22
17,d,111.57
19,w,123.55
8,w,177.14
12,d,11.31
14,d,190.49
18,w,195.72
5,d,51.83
4,d,80.24
16,w,120.74
4,d,177.88
2,w,110.26
17,w,137.45
15,w,124.40
8,w,48.27
14,w,62.31
2,d,27.47
8,w,79.91
14,d,108.17
9,d,85.87
14,d,97.73
16,w,60.41
7,d,105.97
8,w,101.51
19,d,84.68
19,d,63.42
20,w,112.12
18,w,91.45
18,w,100.25
2,d,115.06
16,w,83.49
18,d,21.58
6,w,47.74
19,w,122.23
2,w,73.88
19,w,118.96
5,d,51.33
