# Atm transactions from machine 08
# format: account number, type, amount
10,w,137.69
5,d,149.26
16,w,44.15
6,d,117.33
4,w,163.30
13,w,89.32
17,w,62.07
17,w,106.54
1,d,223.98
19,d,14.31
4,d,112.88
8,w,42.29
13,d,85.62
11,d,149.88
9,w,131.62
18,d,68.64
8,d,11.16
8,w,115.04
2,w,56.64
19,w,143.88
7,d,106.78
10,w,72.05
13,w,42.25
16,d,103.02
20,w,-2.62
17,w,90.50
10,w,88.18
17,w,13.53
7,w,66.60
2,d,73.93
18,d,132.20
7,d,46.66
2,d,71.26
16,d,116.46
13,w,118.88
12,d,17.91
6,w,119.04
15,w,141.57
16,d,43.23
2,w,81.03
6,d,138.71
13,d,140.36
3,d,47.99
9,d,40.00
16,w,99.08
15,d,132.93
7,d,-12.39
9,d,111.06
2,w,162.93
4,d,157.77
5,w,125.96
12,w,187.36
9,w,183.95
17,d,137.59
10,d,117.45
3,w,17.74
17,w,73.68
15,w,103.50
4,w,248.96
1,d,145.80
1,w,31.56
8,d,153.33
1,w,79.91
4,d,72.55
17,d,61.90
1,d,99.18
1,d,126.06
11,w,185.28
9,d,180.32
18,w,138.60
3,w,117.06
13,d,125.79
3,w,129.85
4,w,176.58
5,w,54.91
1,w,107.80
14,w,12.53
3,w,226.57
19,w,18.24
6,w,178.86
11,w,121.20
4,d,76.25
17,d,61.99
4,w,145.44
16,w,121.83
8,d,96.70
20,w,143.02
15,d,112.73
1,d,127.81
10,w,160.13
17,w,64.59
8,w,60.91
2,d,147.41
4,d,155.67
6,d,134.43
7,d,171.70
5,d,50.76
1,w,229.98
6,d,39.89
10,d,185.94
12,d,57.98
7,d,34.06
3,d,131.00
9,d,87.64
8,d,-22.94
1,d,54.55
18,d,82.84
18,w,92.84
10,d,33.62
7,w,125.66
8,d,119.94
11,w,187.31
12,d,207.34
12,d,157.77
1,w,32.96
2,d,98.88
1,d,109.14
4,w,50.70
4,d,31.39
18,d,163.94
19,d,87.79
5,w,142.41
15,d,64.16
5,w,37.82
12,d,158.52
19,d,145.28
16,w,130.70
18,w,3.01
2,w,103.92
4,w,105.07
1,w,136.34
1,d,107.05
15,d,88.03
3,d,57.57
6,d,44.97
14,w,119.17
5,d,136.45
17,w,83.22
15,d,162.44
7,d,151.01
6,d,153.02
7,w,42.23
9,w,138.28
2,d,113.30
9,w,37.01
14,w,157.95
8,d,83.22
4,w,59.87
5,d,122.34
20,w,124.93
9,d,161.30
17,d,90.41
17,w,110.32
9,d,109.09
13,w,137.72
4,w,150.90
18,w,91.83
18,d,59.69
19,d,69.82
9,w,115.57
12,d,98.47
20,w,50.70
14,d,107.46
18,d,126.22
12,d,38.08
14,w,120.67
12,w,73.15
13,d,207.09
10,w,125.11
3,w,138.22
9,w,134.98
20,w,98.38
11,w,113.20
20,d,77.16
20,d,98.95
2,w,94.15
20,w,100.53
7,w,138.91
5,w,157.49
1,w,72.57
18,d,28.97
17,d,102.12
20,d,44.75
11,d,134.75
2,w,11.88
12,w,152.11
6,w,157.81
8,w,103.91
18,w,138.78
19,d,178.42
12,d,122.83
15,d,76.58
6,w,152.73
6,w,89.82
6,w,86.80
7,w,185.05
3,w,55.67
19,d,139.34
5,w,110.87
9,w,35.11
5,d,20.41
15,d,39.96
7,w,128.27
19,w,161.94
20,w,125.99
4,d,-11.64
5,w,152.69
7,w,53.50
8,d,107.94
4,w,160.03
17,w,119.65
17,d,114.44
11,w,89.30
7,w,93.22
4,d,115.63
12,w,125.25
6,d,66.92
1,w,98.15
11,d,53.29
5,d,107.27
4,d,137.63
9,w,102.80
9,w,39.71
11,w,63.31
8,d,159.45
6,d,142.79
16,d,161.25
16,d,139.90
12,w,188.27
11,w,162.95
7,w,132.79
7,d,131.14
19,w,57.62
15,d,155.28
8,d,-19.26
19,w,151.92
4,d,107.42
2,w,199.47
7,d,188.86
19,w,60.45
19,w,48.57
20,w,96.34
11,d,65.07
15,d,62.35
4,w,170.06
9,d,72.19
3,d,79.89
18,d,149.48
8,d,162.86
11,w,1.12
13,w,40.34
9,d,125.75
18,d,119.72
12,w,127.08
20,w,99.40
11,d,26.80
12,w,117.73
7,d,92.64
13,w,96.41
17,d,72.83
16,w,139.34
20,w,94.60
11,w,117.89
5,d,155.72
16,w,130.27
11,w,94.18
10,w,180.23
15,w,117.68
8,w,119.77
4,d,73.20
1,d,115.34
13,d,33.68
5,d,148.40
2,w,87.93
3,d,87.79
16,d,93.15
10,w,69.43
20,d,117.20
7,d,125.06
10,w,125.79
2,w,131.49
10,w,119.40
16,w,126.31
1,w,82.86
8,w,88.98
20,d,39.15
3,d,48.39
15,w,53.77
10,d,198.41
12,d,96.94
16,d,70.73
12,w,17.08
8,w,96.17
17,d,102.76
12,d,77.65
20,w,80.60
4,d,61.21
2,d,103.96
16,w,62.98
3,w,71.30
6,d,85.76
8,w,124.12
15,d,53.16
17,w,1.88
6,d,76.33
6,d,154.66
12,d,115.84
15,d,90.08
18,d,138.96
9,d,194.45
10,w,119.89
18,d,99.58
18,w,162.94
4,d,125.75
3,w,188.79
2,w,111.23
12,w,124.60
9,d,155.17
13,w,88.61
18,d,62.19
3,w,145.93
8,w,165.49
16,d,103.07
13,d,141.71
3,w,216.49
12,d,116.96
12,d,-13.09
5,d,108.92
13,w,164.82
13,d,99.37
3,w,119.26
14,d,4.17
8,d,22.57
19,d,140.27
10,d,139.93
3,d,155.61
18,d,87.10
6,d,140.80
17,w,90.02
7,w,127.77
17,w,22.98
6,w,197.13
16,w,38.87
3,d,161.57
20,w,118.86
18,d,169.46
11,d,147.90
7,w,113.34
5,d,148.39
10,d,86.58
8,w,188.64
18,d,167.06
19,d,153.55
17,d,141.12
13,d,142.15
1,d,102.98
8,w,210.04
12,w,131.50
14,d,68.89
19,d,105.88
2,w,111.66
12,d,115.97
8,w,136.40
19,w,79.80
20,w,97.31
20,w,-41.16
13,d,66.46
16,w,137.03
17,d,-26.56
20,w,146.30
6,w,74.13
18,d,127.16
17,d,93.26
18,w,53.37
5,d,149.91
15,w,169.52
3,d,42.04
17,d,171.25
3,w,60.31
15,d,202.62
4,w,74.43
13,w,95.40
12,d,128.65
8,d,84.67
2,w,43.52
19,d,86.51
9,w,99.74
20,w,46.46
7,w,143.82
5,w,113.33
9,d,67.62
15,w,111.93
19,w,29.46
8,w,131.28
9,d,24.11
1,w,61.55
5,d,82.10
7,d,99.62
7,w,48.58
13,d,118.73
7,d,118.39
8,w,103.18
4,d,133.94
13,w,146.67
2,d,152.17
1,d,76.80
15,d,90.64
7,w,11.56
7,d,91.56
19,d,175.41
13,w,62.16
10,w,72.75
1,d,152.07
5,d,94.63
2,d,55.64
3,d,89.98
10,d,119.77
5,d,121.19
12,w,76.02
5,w,65.36
4,d,106.63
4,d,48.55
11,d,-35.50
20,w,160.96
10,d,209.82
16,d,68.06
18,w,150.34
3,w,99.52
20,d,129.77
7,w,140.15
18,d,156.65
2,d,143.97
7,w,18.28
17,d,39.68
16,d,92.47
19,d,126.01
5,w,125.30
7,w,30.42
6,w,30.25
2,w,78.97
12,d,112.50
16,d,53.42
9,d,39.28
11,d,122.91
5,w,137.61
4,d,91.05
7,w,90.04
4,w,76.04
10,d,70.64
1,w,37.97
19,w,116.08
7,d,-4.25
1,d,185.58
2,d,86.96
16,d,59.63
13,d,86.61
12,d,169.93
2,w,161.87
12,d,84.04
2,w,114.63
8,d,122.72
19,d,118.06
11,d,84.62
6,w,52.53
7,d,68.55
13,d,124.45
15,d,66.39
10,d,17.15
11,d,99.12
2,w,76.22
1,d,88.61
15,d,112.13
14,d,153.85
3,d,126.92
10,d,114.74
18,d,88.89
20,d,62.66
19,w,81.72
10,d,112.83
16,w,117.03
9,w,49.62
10,w,62.98
17,w,182.28
13,w,172.91
15,d,51.55
16,w,125.94
9,w,94.45
13,w,104.06
18,w,128.21
9,w,131.92
9,d,144.44
15,d,45.43
8,w,97.21
19,w,66.43
13,w,-3.61
17,w,113.75
7,d,133.27
4,d,66.80
13,d,139.68
1,w,79.45
6,w,62.26
17,d,47.05
13,d,83.02
11,w,202.68
15,d,93.16
8,d,93.61
3,w,-30.62
14,w,190.81
4,d,42.93
8,d,-5.10
18,d,152.85
3,d,95.46
4,w,156.49
19,d,171.07
8,w,50.65
4,w,107.80
14,w,122.25
16,d,47.86
6,d,123.51
15,w,-66.09
19,d,50.13
5,w,60.34
20,w,206.35
17,d,188.18
8,w,136.15
16,w,120.83
11,w,189.01
20,w,155.40
4,w,48.06
17,d,59.72
5,w,66.13
2,w,23.94
2,w,-11.77
3,d,130.33
3,d,25.59
5,d,107.61
16,w,147.44
19,d,28.20
16,w,68.97
15,d,123.00
2,d,111.61
9,d,124.36
15,w,75.53
8,d,10.66
14,w,150.42
10,d,85.77
13,w,155.75
12,w,120.67
15,d,195.42
13,d,35.27
9,d,131.79
8,d,243.46
7,d,111.00
16,d,137.50
14,w,200.56
17,w,95.87
20,d,143.15
11,w,121.57
20,d,115.26
7,d,164.67
19,w,80.66
7,w,111.63
13,w,56.18
7,w,137.33
13,d,44.28
16,w,198.93
10,w,98.34
12,w,166.45
1,w,114.60
19,d,95.46
16,w,83.98
1,w,33.67
18,w,167.18
11,d,66.93
12,d,42.69
13,d,141.70
10,w,83.67
20,d,177.34
18,w,152.17
17,w,89.27
6,d,231.86
20,d,86.43
13,d,73.69
12,w,75.29
20,d,115.17
9,d,173.07
12,d,66.28
15,w,105.32
19,d,148.16
15,w,171.58
10,d,138.72
20,w,81.23
7,w,209.20
12,d,102.19
19,d,0.38
19,d,115.77
5,d,155.60
4,d,125.82
2,d,73.77
2,w,113.19
19,d,88.34
15,w,138.24
4,w,121.54
19,w,13.70
11,w,107.74
6,d,86.81
12,w,86.63
8,w,59.98
15,w,119.62
1,w,115.78
15,d,29.39
7,w,124.64
11,d,100.55
19,w,189.85
15,d,138.58
20,w,98.01
17,w,45.86
12,w,91.14
15,d,-2.36
10,w,125.22
5,w,101.21
16,w,120.97
11,d,35.74
19,w,138.15
5,w,66.33
9,w,82.90
6,d,48.49
11,d,45.36
15,w,105.62
20,w,63.09
10,w,57.71
3,d,43.05
7,d,18.70
17,w,-13.79
3,d,-7.06
8,d,68.39
10,d,121.96
20,w,206.49
6,w,60.97
2,w,49.31
17,d,123.50
8,d,47.82
11,w,92.52
20,d,128.80
14,d,64.20
4,w,117.38
12,d,38.57
13,w,168.98
10,d,151.52
4,w,191.11
3,d,131.72
9,d,105.67
11,d,132.27
18,w,62.66
4,d,-21.94
1,w,167.76
17,d,84.04
5,w,80.62
2,d,78.61
4,w,81.16
17,w,125.88
6,d,78.79
13,w,156.91
9,d,155.97
5,w,155.72
14,d,171.54
10,w,132.94
3,w,109.34
13,d,86.77
17,w,51.09
14,w,175.30
14,d,227.03
13,w,146.94
19,w,180.75
17,d,10.12
14,w,148.30
7,w,133.90
13,w,177.97
2,w,125.66
17,w,24.16
9,w,143.85
15,w,33.34
12,d,13.03
18,d,85.00
7,w,90.17
8,d,172.76
8,w,62.49
12,w,134.65
13,w,123.46
5,d,68.70
12,w,115.41
3,w,117.05
18,w,73.09
18,w,106.04
20,d,99.55
8,d,96.45
1,w,189.26
11,w,36.42
3,d,65.80
9,d,38.07
12,w,132.41
19,w,134.33
5,w,101.29
10,w,61.24
3,w,118.37
6,d,155.22
15,w,15.05
17,d,157.97
19,d,58.66
9,d,54.90
2,d,122.39
16,w,71.09
13,w,74.65
12,d,140.45
12,w,67.01
8,w,54.89
13,w,170.26
8,w,118.24
19,d,84.05
4,w,83.19
5,w,94.72
13,w,44.36
10,d,65.59
8,w,119.73
15,d,118.77
13,d,104.58
13,d,95.52
5,d,109.33
12,d,143.70
1,d,65.53
7,w,44.14
5,w,155.11
3,w,97.66
14,w,125.04
14,d,89.32
13,d,168.83
2,w,41.40
10,d,139.62
19,w,144.68
7,w,51.78
15,d,89.74
18,d,68.89
13,w,78.43
20,w,61.50
7,d,117.50
14,w,101.12
10,w,171.65
20,d,93.70
11,d,57.54
15,d,108.34
3,w,112.10
15,d,22.31
4,d,89.31
1,w,151.82
16,w,-19.82
4,d,26.07
17,d,94.95
19,d,116.81
9,d,168.55
13,w,85.05
7,d,112.34
3,d,69.93
6,w,134.41
16,w,96.44
16,w,140.11
19,d,80.46
6,d,56.52
18,d,26.21
3,w,111.00
4,w,105.36
17,w,157.02
19,w,193.06
8,d,143.77
5,w,43.21
18,d,62.06
20,w,139.51
11,d,77.01
9,d,139.96
7,d,164.15
1,d,119.57
3,w,54.13
12,w,99.93
16,d,72.96
14,d,137.88
11,d,-14.65
20,d,84.18
18,w,157.08
18,w,186.57
18,w,83.40
15,w,100.11
7,w,108.93
1,d,106.90
13,d,104.46
18,w,129.26
15,w,138.39
1,w,26.68
16,w,126.97
7,w,177.96
10,d,98.42
5,w,32.29
9,w,50.76
7,d,15.48
20,d,13.32
20,w,71.50
2,w,128.07
14,d,24.24
6,w,60.77
4,d,122.72
13,d,88.66
6,d,57.16
11,w,130.97
16,w,170.61
2,w,83.64
14,d,14.91
12,w,248.28
6,d,80.09
12,w,61.85
13,w,45.21
11,d,22.33
18,w,62.34
11,w,27.49
18,w,55.33
18,w,119.62
16,w,69.52
1,w,99.80
13,d,160.18
16,d,80.62
13,w,172.66
4,d,148.15
11,d,35.99
6,w,95.10
11,w,187.13
19,d,82.59
5,w,160.57
20,d,49.26
7,d,102.87
16,d,81.53
6,w,176.49
2,w,148.65
13,d,60.02
7,w,89.80
14,w,61.90
14,d,103.67
3,w,102.44
15,d,159.12
13,w,63.47
4,d,3.60
4,w,106.20
20,d,37.83
7,w,87.27
12,w,147.55
16,w,159.08
15,w,103.61
4,w,131.72
4,w,89.98
10,d,130.03
3,d,141.90
2,d,211.53
12,d,130.98
4,d,117.03
10,d,77.61
1,d,10.85
16,d,149.29
2,d,56.65
17,w,121.31
19,w,95.82
19,w,85.07
20,w,20.94
17,d,61.87
1,w,59.46
12,d,7.54
4,d,60.97
2,w,15.60
3,w,77.96
17,d,46.99
16,w,203.88
17,d,61.25
13,d,102.29
10,w,100.23
1,w,169.21
4,d,9.86
18,w,116.67
4,w,74.33
3,w,95.61
11,w,62.47
20,d,90.02
19,d,71.42
10,w,134.83
5,d,140.60
3,w,78.63
14,w,166.70
16,w,67.80
4,d,58.65
13,d,155.29
16,w,77.50
20,w,178.66
10,w,61.71
13,w,119.85
3,d,79.10
20,d,135.48
10,d,156.22
17,d,77.77
18,w,151.19
12,d,57.45
9,w,120.10
3,w,122.85
1,w,121.31
20,d,127.94
11,d,94.36
18,w,212.06
7,w,96.19
10,d,72.55
12,d,102.12
3,d,107.98
12,w,44.25
1,d,79.67
14,w,161.24
12,d,121.49
19,w,166.64
10,w,212.40
8,d,200.73
18,d,80.40
15,d,133.86
10,d,125.39
14,d,106.36
8,d,103.28
2,w,195.98
20,d,74.05
14,w,63.43
15,d,152.70
1,w,141.89
2,w,177.16
18,d,181.86
20,d,9.29
13,w,129.85
12,d,117.57
4,w,87.53
4,w,85.83
16,w,150.67
8,d,116.47
8,w,51.36
13,d,80.15
18,w,134.98
17,d,83.37
15,d,53.75
3,d,122.62
5,d,117.55
11,d,32.17
18,w,133.56
19,d,132.21
8,w,144.02
4,d,6.59
7,w,115.68
7,w,54.70
11,d,86.16
11,w,133.24
19,w,172.39
20,d,200.16
13,w,191.87
1,d,167.23
4,w,88.64
14,d,53.25
4,w,176.21
4,d,68.84
5,w,61.34
6,d,84.34
16,w,78.16
19,d,149.57
20,d,25.15
12,w,139.58
10,w,87.33
13,w,127.10
4,w,104.06
2,w,70.58
5,d,89.38
15,w,-84.81
4,w,126.45
2,w,45.96
6,d,79.56
14,w,71.16
8,w,123.21
2,d,105.07
15,w,90.37
20,w,101.67
18,w,105.91
8,d,64.39
13,w,99.40
1,w,128.16
10,d,123.81
14,w,91.08
14,w,131.15
16,d,68.14
5,d,231.44
3,d,28.74
10,d,31.06
13,d,105.83
8,d,119.57
20,w,118.77
12,d,180.99
2,w,43.17
7,w,112.58
9,w,118.06
10,d,174.16
7,w,66.59
3,w,111.68
1,w,151.60
9,d,27.29
12,w,154.63
17,d,179.30
6,d,73.77
11,d,127.71
8,w,118.87
16,w,139.49
18,w,15.32
8,d,135.45
6,w,113.45
12,d,37.33
10,w,56.77
2,w,49.99
10,d,202.33
19,w,170.60
16,d,191.85
5,w,134.75
2,w,120.22
20,d,90.49
15,d,124.25
5,d,139.43
5,w,-26.35
16,d,59.59
15,d,138.98
13,d,88.60
12,w,-9.14
5,d,196.13
3,d,74.19
18,d,174.13
13,w,87.30
9,d,35.11
4,d,60.53
18,d,66.51
3,d,59.72
19,w,38.09
3,d,139.63
17,w,95.06
1,w,167.74
8,w,118.10
19,d,92.74
9,d,132.30
9,w,54.32
11,w,63.64
11,d,50.88
14,w,109.11
3,w,56.97
18,w,70.10
15,w,171.23
19,d,48.10
19,w,128.00
12,w,206.65
14,d,39.80
18,w,88.03
2,d,73.75
4,w,146.32
4,d,61.15
15,w,158.55
12,w,230.46
3,d,52.91
15,w,133.64
7,d,42.70
17,w,135.64
8,w,146.76
10,w,83.38
18,d,181.83
2,d,170.76
8,d,88.49
6,d,198.99
3,w,155.08
8,w,159.34
4,w,134.35
6,d,72.47
2,d,80.92
18,d,105.02
3,w,56.38
20,w,95.21
14,w,200.98
18,w,89.14
15,w,77.66
8,w,56.37
17,w,73.25
6,d,132.16
10,w,41.76
3,d,115.58
6,d,98.22
8,w,137.54
11,d,62.82
6,w,143.07
16,d,50.82
14,d,119.64
10,d,29.05
11,w,53.98
8,w,85.42
3,w,58.02
1,d,133.90
13,d,33.94
3,d,71.27
19,w,124.64
7,d,-47.55
3,d,11.23
20,w,130.52
18,w,55.77
17,d,116.97
4,d,178.69
17,w,109.34
10,d,125.14
20,w,29.51
4,w,62.82
19,w,70.94
12,d,86.28
8,w,83.62
17,d,117.11
5,d,77.34
16,w,-5.29
5,w,125.74
6,w,105.53
2,w,112.89
16,d,110.78
3,d,139.32
12,d,106.18
9,w,14.69
3,d,35.50
18,w,84.50
12,w,113.22
1,d,160.06
4,w,153.48
2,w,148.29
14,d,101.85
20,d,189.96
15,w,87.21
10,w,65.34
1,d,167.27
9,d,97.28
19,w,110.16
12,d,99.46
20,d,21.20
20,d,85.35
19,w,141.29
13,d,136.49
1,w,52.45
10,w,137.91
14,d,186.75
6,w,135.60
4,w,110.89
17,d,109.53
4,d,129.18
3,d,81.78
19,d,178.52
14,d,72.28
14,d,121.32
5,w,127.42
14,w,127.09
18,d,111.94
6,w,106.24
2,w,115.30
1,d,46.75
6,w,134.39
11,w,65.59
16,d,248.37
19,d,38.37
13,w,93.49
3,d,23.12
6,d,180.25
19,d,168.83
17,d,67.76
10,w,89.84
8,d,73.68
6,w,84.78
9,d,113.58
3,d,47.99
7,d,110.92
18,d,92.05
2,w,158.05
8,w,93.61
6,d,181.85
14,w,107.53
5,w,119.37
6,d,93.69
19,w,64.80
2,d,125.45
2,d,91.44
19,w,66.63
8,w,142.82
2,d,109.80
1,w,78.70
3,w,128.33
6,d,-12.52
18,w,33.78
5,w,119.25
1,d,139.64
13,d,29.72
19,w,21.19
9,w,135.54
16,w,79.55
11,d,-33.30
7,d,97.13
12,d,193.68
2,d,78.69
14,d,99.59
14,d,87.93
3,d,108.96
18,d,194.06
16,w,121.03
12,d,112.51
14,w,124.49
8,w,72.02
15,w,31.09
4,w,140.68
8,d,81.30
13,w,122.36
3,w,126.64
16,w,150.36
4,w,59.60
14,w,123.00
20,d,147.41
5,d,57.15
6,w,69.83
8,d,120.20
20,d,55.25
4,d,19.88
17,w,15.37
19,d,195.82
11,d,75.07
15,d,110.69
6,d,20.83
18,d,65.32
17,w,105.78
7,d,233.72
1,d,137.70
6,d,140.06
20,w,133.23
5,d,115.48
18,d,43.72
17,w,180.54
7,w,105.78
20,d,145.79
1,d,91.07
12,w,70.54
17,w,103.73
2,d,31.88
4,w,148.83
10,d,198.04
19,w,179.22
16,w,137.22
20,w,148.62
16,w,85.99
13,w,163.78
14,d,134.96
7,d,165.09
12,w,138.41
20,w,-16.35
18,w,84.35
19,w,122.30
19,d,56.50
8,w,39.62
13,w,139.61
17,w,128.41
10,w,85.02
8,w,174.37
1,d,66.72
6,d,77.21
3,w,94.98
19,w,20.72
20,d,54.80
7,d,82.47
4,w,122.37
17,w,42.84
12,d,110.87
17,w,170.42
7,w,121.63
8,d,76.61
18,d,-3.93
4,d,33.11
4,w,6.22
5,w,163.16
11,d,89.98
8,w,43.22
3,w,149.56
18,w,127.78
2,w,40.88
2,w,45.53
8,d,131.26
16,w,65.77
9,w,167.75
11,w,139.39
8,w,39.36
7,d,154.61
7,d,65.02
3,d,60.16
9,w,106.39
2,w,61.69
17,d,208.60
20,w,189.95
18,d,105.61
10,w,65.45
20,d,80.32
19,w,73.19
16,w,86.34
16,w,56.73
17,w,144.95
10,d,178.17
19,d,74.51
7,w,124.83
6,w,65.45
8,d,69.00
4,w,77.72
3,d,115.82
11,d,75.05
14,w,74.02
3,w,113.53
2,d,13.07
17,w,43.67
9,w,123.68
6,d,148.64
12,d,121.51
8,d,83.45
3,w,180.28
10,w,107.77
6,d,115.74
1,w,72.04
20,w,121.20
13,w,48.13
8,w,141.74
10,d,80.30
2,w,32.40
9,d,68.53
19,d,130.41
5,d,74.60
17,w,2.63
2,d,71.54
16,d,98.70
13,w,91.36
4,w,83.69
13,w,61.96
14,d,242.15
16,w,153.69
5,w,190.65
6,w,44.59
5,d,193.85
18,d,65.90
15,w,16.52
15,w,186.45
15,d,158.74
7,d,122.61
1,d,176.42
8,w,61.16
20,d,101.60
12,w,146.77
8,d,118.03
3,d,3.88
6,d,82.68
1,w,140.78
4,w,-49.17
14,w,62.72
8,d,121.69
2,w,35.55
8,d,192.67
11,d,107.55
19,d,148.24
13,w,211.63
6,d,123.18
11,d,48.06
1,w,106.83
17,w,128.89
18,d,111.79
18,d,50.42
17,w,98.95
17,w,222.66
16,w,85.88
13,w,33.09
7,w,64.06
13,w,144.47
10,w,142.83
18,w,123.18
12,d,67.72
20,w,130.74
12,d,64.11
8,w,131.95
13,d,137.36
4,w,154.50
14,w,84.57
14,w,74.02
4,w,81.09
2,d,119.95
1,d,77.75
2,d,176.23
19,d,95.09
1,d,79.64
15,d,131.56
9,d,83.47
16,d,114.02
1,w,106.16
18,w,92.68
15,w,3.04
17,d,20.44
10,w,148.65
9,d,149.75
2,w,136.18
3,d,106.52
15,d,117.58
1,w,69.68
4,d,10.17
9,w,68.47
5,w,82.33
8,w,152.65
11,d,111.15
9,d,33.83
18,w,157.68
11,w,181.52
14,w,107.38
12,d,108.96
11,w,115.63
14,w,84.00
2,d,35.97
12,d,89.57
16,w,48.79
14,w,57.87
2,d,127.09
1,w,86.98
17,d,180.39
9,d,173.49
13,d,113.35
2,d,134.11
1,w,198.79
15,d,154.00
16,d,128.89
2,d,88.84
8,w,104.64
12,d,95.82
11,w,-27.44
6,w,30.35
18,w,20.14
5,d,115.52
13,w,108.70
1,d,182.38
9,d,136.38
4,d,57.56
8,d,60.64
4,w,75.13
4,w,6.88
6,d,100.53
6,w,84.89
14,w,176.72
7,w,82.50
4,w,66.10
7,w,132.49
9,w,54.97
14,d,79.66
11,d,46.16
19,w,136.97
20,w,130.57
8,w,27.52
17,w,-30.15
1,w,119.46
18,w,144.79
2,w,45.46
20,d,117.21
9,d,197.70
10,w,213.69
7,w,55.90
4,w,61.55
17,w,77.02
8,w,106.11
4,d,48.23
3,w,130.58
17,w,80.22
15,w,86.04
2,d,93.88
19,w,27.25
10,d,159.71
19,w,59.87
17,w,135.97
13,w,139.76
9,d,47.28
9,d,136.05
18,d,148.29
7,d,135.28
15,w,95.01
18,d,71.15
14,d,111.48
3,w,149.58
19,d,71.62
6,w,109.64
8,w,98.78
10,w,112.96
1,w,51.00
9,d,166.83
10,w,108.50
15,w,62.24
17,d,149.44
2,d,136.31
6,d,89.40
20,w,202.60
19,d,103.05
2,w,65.40
18,d,162.72
6,w,30.99
18,d,102.81
9,d,95.50
8,d,87.94
7,d,100.44
3,d,62.83
20,d,46.44
12,w,48.41
8,w,117.79
18,w,122.63
6,d,62.87
4,d,185.77
17,w,116.15
19,w,66.29
11,d,107.83
18,w,108.10
7,w,49.74
14,w,61.75
3,w,118.30
6,d,52.05
8,d,142.79
18,d,-19.03
15,w,112.26
20,w,178.20
13,d,66.06
8,d,123.16
1,d,60.17
20,d,141.80
1,d,115.09
13,d,134.62
10,w,65.10
14,w,36.38
5,w,32.70
15,w,117.34
10,w,131.59
12,d,-1.27
14,w,80.02
7,d,94.55
8,d,152.59
15,d,88.28
6,w,95.15
1,w,136.58
20,d,131.09
4,d,73.89
6,w,143.47
20,w,12.12
17,d,76.72
13,d,71.77
2,w,132.36
16,d,57.98
1,d,65.34
7,w,69.00
6,w,108.90
13,d,115.74
19,d,157.89
7,d,113.96
18,d,77.21
18,d,66.34
18,d,175.99
15,d,79.37
6,d,84.98
20,w,158.72
13,w,66.56
10,d,86.46
9,w,74.42
2,w,133.11
15,w,75.56
13,w,98.87
18,w,84.21
5,w,128.28
7,w,92.45
17,d,-2.13
13,w,136.65
12,d,136.36
20,d,128.75
18,d,75.50
2,w,115.48
8,w,90.94
13,w,40.25
5,d,111.71
15,w,75.77
15,w,114.76
13,d,70.53
9,w,158.76
13,w,119.18
6,w,64.69
16,w,232.78
11,d,63.72
20,w,106.38
10,d,79.30
20,w,111.94
3,d,96.04
2,w,143.68
2,d,40.80
13,w,161.92
6,d,80.49
1,d,91.06
5,w,108.42
9,w,161.68
18,d,114.55
7,d,56.51
9,d,20.25
13,d,107.15
