# Atm transactions from machine 03
# format: account number, type, amount
5,d,169.26
4,w,88.14
11,w,151.97
16,w,44.28
20,w,155.65
1,w,136.22
9,w,163.39
18,w,48.27
9,w,155.32
20,w,74.90
13,d,142.60
19,w,35.52
1,d,84.11
20,w,30.86
1,d,29.75
4,d,79.96
20,d,71.35
15,w,144.77
2,d,173.22
17,w,148.02
6,w,17.93
8,d,104.26
16,d,15.10
15,w,71.64
3,w,-27.06
7,w,87.92
14,d,87.56
19,w,137.55
17,w,117.33
14,w,164.72
19,d,127.10
17,d,104.72
12,w,71.64
19,w,71.83
4,w,66.12
18,w,114.18
12,d,106.96
19,w,134.18
15,d,174.85
8,w,106.57
12,w,129.52
1,d,106.62
15,d,211.65
1,d,140.96
7,w,40.39
10,w,97.44
11,d,49.01
13,w,143.77
14,d,-37.18
15,d,120.22
14,w,74.54
18,d,98.32
11,d,138.64
15,w,129.87
12,w,-8.25
3,d,189.79
18,d,94.36
11,d,161.59
18,d,137.06
2,d,79.66
17,d,83.11
2,d,99.51
16,w,60.49
1,d,50.05
4,w,98.50
5,d,44.28
20,d,145.93
11,d,60.71
11,d,77.88
9,w,110.04
5,d,111.28
20,d,99.98
12,d,101.00
4,d,25.62
17,d,193.60
3,d,96.40
13,w,79.04
14,w,204.10
8,w,113.84
1,w,129.07
2,d,120.40
7,d,123.37
20,w,3.40
14,d,135.15
8,d,144.35
4,w,178.92
4,w,92.81
9,w,74.53
4,w,72.54
19,w,139.20
20,w,36.66
15,d,43.90
12,w,129.10
17,w,161.31
1,d,109.35
5,d,89.49
20,w,53.44
18,d,96.35
4,d,93.16
10,d,151.04
15,d,17.31
18,d,91.69
8,w,67.75
11,w,83.51
1,d,95.16
16,w,117.25
4,w,119.40
16,w,72.83
17,d,93.58
13,d,11.20
20,w,169.47
12,w,190.71
16,w,97.70
20,w,99.77
5,d,15.61
18,w,82.61
7,d,122.79
17,d,144.79
16,d,50.35
10,w,101.48
4,d,32.72
1,w,53.87
20,w,101.25
18,d,42.59
10,w,122.21
19,d,150.91
5,d,114.68
14,d,185.50
1,w,72.72
15,d,156.79
16,w,46.23
20,w,28.22
15,d,4.34
10,d,163.37
10,w,60.71
7,w,4.46
8,d,64.35
13,d,155.73
13,w,107.41
15,w,46.15
17,d,65.20
9,d,143.24
1,w,81.09
4,d,111.31
11,w,57.51
11,w,155.82
13,d,158.67
4,d,1.75
13,d,70.49
20,w,32.89
1,w,47.36
4,w,81.59
11,d,129.72
1,w,97.85
16,w,16.32
16,d,41.47
14,d,57.08
3,d,73.07
5,d,81.32
7,w,96.66
1,w,204.61
8,w,158.83
16,d,94.82
1,d,162.59
16,w,176.25
16,d,89.65
8,w,148.53
10,d,157.96
9,d,190.71
15,w,139.55
13,w,143.76
19,w,138.31
19,w,111.02
6,d,87.90
4,w,133.65
7,d,31.79
16,w,71.30
10,w,70.21
2,d,119.44
18,d,99.22
9,d,164.53
8,d,46.97
11,w,80.21
3,d,108.75
18,d,71.65
16,d,87.87
11,d,22.83
11,d,125.10
17,d,78.79
2,w,68.67
9,w,-14.13
2,w,1.79
17,d,87.42
18,d,120.10
20,d,60.28
19,d,80.03
16,d,79.88
5,d,162.75
6,w,51.27
9,w,91.28
1,d,18.36
12,d,42.02
18,d,85.97
12,d,63.76
4,w,55.43
14,d,93.31
11,d,171.57
13,w,66.27
4,d,139.57
10,d,83.73
7,w,108.15
12,w,110.25
19,w,47.26
14,w,86.91
18,w,158.45
19,w,53.13
19,w,88.80
10,w,194.71
2,w,61.46
11,w,76.05
17,d,100.57
11,w,27.96
16,d,145.30
6,w,57.03
16,d,140.15
8,w,53.61
12,d,6.48
11,w,111.82
17,w,68.31
16,d,36.83
8,w,83.32
6,d,103.13
20,d,116.00
1,w,143.96
10,w,79.66
12,d,89.35
3,w,16.40
16,w,209.83
6,d,73.21
16,w,102.79
15,d,183.81
6,d,79.63
2,w,11.79
6,w,78.50
4,d,98.07
7,w,99.58
11,w,76.87
19,w,148.67
11,d,29.38
7,d,190.54
5,w,103.89
17,d,77.99
8,w,33.66
10,w,14.02
1,w,103.52
10,w,62.98
2,d,80.32
20,d,188.30
4,w,27.12
19,d,140.22
19,d,67.07
10,d,101.79
17,d,77.92
15,d,49.98
11,w,76.86
9,d,45.68
20,d,73.96
15,w,77.70
11,d,97.72
8,d,91.03
6,w,97.05
7,w,105.57
11,w,22.05
15,d,93.92
2,d,176.72
4,w,112.05
20,w,79.54
4,d,112.37
17,w,35.65
10,w,145.56
5,w,91.39
13,d,137.34
19,w,147.59
15,d,135.56
19,w,68.45
12,d,98.18
10,d,46.25
17,w,174.28
10,w,49.22
9,d,64.27
15,d,114.14
12,d,128.38
19,w,21.43
16,w,171.31
13,w,77.08
17,w,192.94
9,d,191.72
9,w,73.04
12,d,39.90
5,w,68.96
13,d,-10.61
10,d,108.04
20,d,183.32
4,w,123.92
9,d,93.76
7,w,63.78
10,d,64.14
17,d,27.96
10,d,88.98
8,w,91.88
2,d,101.46
9,d,157.21
5,w,93.81
15,w,50.81
5,d,120.49
12,w,187.51
9,d,88.47
6,d,133.42
1,w,164.66
20,w,130.82
16,w,192.22
12,w,73.29
2,d,99.10
19,w,107.92
3,d,158.60
13,w,130.24
12,d,75.41
1,d,95.98
19,w,97.16
7,w,145.56
13,w,161.06
12,d,127.23
2,w,-2.76
20,d,82.47
9,w,33.13
12,w,116.97
6,d,30.39
15,w,122.42
18,w,136.31
7,d,70.11
20,d,195.50
11,d,53.84
18,d,162.38
13,d,70.46
2,w,64.59
8,d,41.26
11,d,131.14
5,w,139.02
2,w,110.43
16,d,29.50
6,d,201.22
8,w,-9.78
20,d,122.70
13,w,119.65
13,d,82.69
1,w,88.39
16,d,111.53
19,d,134.77
18,w,55.79
9,d,58.20
17,d,13.52
3,d,155.82
1,d,114.87
2,d,46.44
5,d,76.37
7,d,109.54
11,d,43.05
11,w,138.05
12,d,131.12
10,d,181.60
4,d,87.98
6,d,26.01
18,w,102.46
12,w,142.31
4,d,100.71
19,w,142.13
17,d,-1.24
14,w,80.97
13,d,109.69
8,d,129.42
5,w,149.58
2,w,64.97
15,w,157.88
2,d,87.35
1,d,84.40
11,d,34.27
15,w,161.90
19,d,71.03
13,w,127.31
11,d,98.40
13,d,24.04
8,d,170.42
11,w,131.46
5,w,111.22
3,d,62.13
2,d,92.87
7,d,114.93
18,w,176.97
10,d,162.81
5,d,77.74
15,w,37.64
11,w,102.37
11,d,100.85
2,d,49.38
14,w,46.67
10,d,77.42
9,w,114.61
2,d,204.90
20,w,153.17
8,d,35.58
14,d,17.94
8,w,127.36
7,d,64.05
8,w,110.43
18,d,108.35
7,w,62.52
5,w,91.45
17,d,141.96
13,d,193.59
1,w,88.57
13,w,95.11
1,w,103.36
17,d,115.27
6,d,154.04
11,w,87.71
18,w,35.72
17,w,98.68
17,w,72.89
9,w,156.46
18,w,99.38
20,d,129.81
15,w,130.96
2,w,12.91
3,w,117.16
1,w,107.33
15,w,65.01
13,w,10.33
10,d,52.49
6,w,102.07
6,w,178.82
12,d,57.96
7,w,122.75
5,d,40.22
6,w,137.19
17,d,17.67
6,w,122.46
6,d,117.07
5,d,98.78
16,d,26.56
7,d,101.49
12,d,109.31
16,d,96.32
18,w,175.34
7,w,57.64
1,w,119.74
6,d,130.16
18,d,205.52
13,w,42.01
9,w,113.65
13,d,172.60
7,w,86.04
1,w,153.17
11,d,62.72
2,w,180.48
15,d,150.62
11,d,139.61
9,w,78.27
14,w,25.31
10,w,86.18
8,d,163.05
2,d,140.66
4,w,20.61
7,w,37.85
18,d,94.61
14,d,98.63
4,d,125.09
3,d,133.00
5,w,144.85
1,d,123.63
20,d,50.91
11,d,146.13
9,w,90.01
2,w,68.60
15,d,30.55
10,w,115.17
19,w,69.57
8,d,95.06
8,d,193.13
19,d,123.10
14,w,142.75
1,d,119.10
16,w,78.74
8,d,91.91
14,d,38.96
20,d,71.30
9,w,185.82
14,w,82.23
17,w,132.98
2,d,57.74
9,d,130.47
17,w,113.98
17,w,0.41
17,w,23.77
13,w,61.00
12,d,78.00
12,w,141.50
14,d,105.16
4,d,117.69
18,w,81.96
5,w,159.13
8,w,61.01
14,w,126.11
16,d,35.71
11,w,41.33
15,d,159.53
8,w,97.57
8,d,96.46
9,d,86.73
4,w,162.84
8,w,112.79
20,d,170.61
16,d,80.31
7,w,75.95
17,d,-25.20
11,d,57.62
14,d,85.53
12,d,98.68
12,d,114.04
4,w,104.57
16,w,121.86
11,w,38.82
8,w,148.20
12,w,81.28
17,w,52.83
20,w,149.30
15,d,121.52
19,w,92.07
15,d,69.83
15,d,165.63
14,w,82.70
11,w,97.10
14,d,104.72
1,w,107.05
11,w,66.76
3,d,120.13
6,w,56.12
7,d,100.30
18,w,153.81
19,w,6.10
1,w,146.88
9,d,45.59
12,d,106.87
3,w,53.15
14,w,15.30
8,d,49.60
15,d,82.15
18,d,89.12
1,d,113.07
12,w,80.64
12,d,110.21
4,d,116.84
19,w,158.68
7,d,143.24
6,w,182.15
4,d,104.93
17,w,113.18
16,w,35.88
4,w,137.90
17,d,161.70
17,d,24.58
17,w,103.07
18,d,81.34
15,d,88.45
11,w,64.66
7,d,57.82
13,d,62.75
16,d,56.70
3,d,92.43
16,w,74.72
4,d,116.08
8,w,109.71
3,d,83.10
15,d,89.37
6,d,188.58
16,d,27.35
13,w,117.64
14,w,86.08
14,d,93.93
17,w,111.13
16,w,41.34
2,w,14.56
4,d,132.02
11,d,67.42
14,d,134.11
16,w,164.52
7,w,110.10
12,w,87.02
1,d,130.06
5,w,122.74
12,w,14.95
20,d,123.34
13,d,48.52
8,w,81.26
12,d,125.94
15,d,32.40
9,d,152.47
10,w,171.95
19,d,75.24
18,d,138.24
7,d,72.77
15,d,141.10
8,w,125.91
2,d,92.64
12,d,117.76
9,d,83.00
4,w,100.36
20,w,228.75
11,d,32.11
8,d,99.24
19,d,126.11
13,w,83.84
15,d,65.72
2,w,112.83
14,w,201.51
16,w,90.62
1,d,76.59
6,w,143.74
9,w,203.32
4,d,129.83
9,d,193.05
15,w,74.85
11,d,67.08
7,d,74.39
6,d,76.95
14,w,79.98
3,d,117.26
2,d,25.68
17,d,148.02
14,d,89.98
6,w,167.75
8,w,260.18
7,d,159.09
8,d,65.99
16,w,145.10
9,d,124.31
5,d,130.32
1,d,40.39
15,w,89.29
15,d,159.60
16,w,62.27
2,d,171.84
14,w,34.55
1,d,87.21
4,d,54.63
18,d,56.62
7,d,126.75
7,d,165.91
11,w,74.62
16,d,147.26
16,d,70.69
16,d,103.24
4,d,79.20
16,d,134.72
6,d,88.83
10,d,110.57
9,d,112.12
6,w,-19.05
9,d,80.47
4,w,92.77
8,d,180.70
7,w,59.52
9,d,110.06
18,d,104.40
4,d,84.98
1,d,55.04
4,w,85.52
12,d,65.53
15,d,112.32
8,d,151.91
20,d,108.52
17,w,125.41
7,d,135.30
7,d,9.58
1,w,138.43
5,d,81.87
8,w,263.60
5,d,138.15
14,w,127.83
15,w,61.21
15,w,-35.49
1,w,95.75
4,d,134.44
4,w,56.31
2,w,97.70
9,d,16.75
4,d,178.62
10,d,68.70
4,d,145.64
1,d,140.08
20,w,51.23
17,d,103.54
10,w,96.85
4,d,57.84
11,d,94.01
17,w,72.34
20,d,61.75
17,w,57.73
11,d,38.27
5,w,19.64
1,w,156.39
16,d,162.29
10,d,64.75
1,w,107.05
12,d,42.71
15,w,95.47
11,w,205.09
3,d,127.49
14,w,123.46
11,w,14.24
1,w,96.36
18,w,39.42
6,d,74.60
10,w,82.89
11,w,138.13
4,w,112.06
16,d,119.33
6,w,83.41
13,d,44.87
16,d,154.04
6,d,131.21
10,w,139.47
19,d,79.63
4,d,93.61
4,w,94.96
5,w,80.65
8,d,100.26
1,d,156.01
11,d,164.63
13,w,18.91
20,d,54.08
10,w,52.67
16,w,61.83
20,d,97.61
12,w,165.41
5,w,118.13
14,d,174.32
2,d,63.59
1,w,129.58
3,w,193.13
7,d,85.88
1,d,153.21
15,w,124.43
6,w,87.84
12,w,116.36
4,d,66.36
12,w,28.63
12,w,47.85
19,w,49.74
7,d,-4.10
16,w,71.21
11,d,161.82
3,d,130.93
4,d,67.93
10,w,140.25
7,d,42.63
14,w,90.71
18,d,73.55
6,d,39.29
19,w,123.30
19,d,79.17
18,w,134.00
7,w,145.04
12,d,130.26
11,d,86.95
19,w,146.27
2,w,140.32
20,d,45.52
9,d,82.31
20,d,138.12
16,w,85.33
3,w,77.26
17,w,139.25
3,d,106.51
17,d,140.46
6,w,112.52
18,d,83.44
3,d,147.61
17,d,90.01
13,w,93.08
20,w,163.17
4,w,77.34
9,w,107.95
10,w,124.03
10,d,169.05
1,d,102.30
5,w,100.34
16,d,132.09
9,w,94.30
3,d,100.67
11,d,109.11
20,d,149.61
1,w,53.37
6,w,180.63
5,d,96.80
5,w,17.58
10,d,124.21
3,d,55.70
13,w,173.65
10,d,88.65
16,w,41.63
17,d,2.01
13,w,121.90
18,d,91.29
7,d,114.60
7,d,-36.02
12,w,2.43
18,d,182.22
18,w,82.07
9,d,47.79
18,d,107.19
10,d,107.35
19,d,61.25
10,d,176.29
10,d,59.77
15,w,90.53
6,d,142.38
13,d,97.53
19,d,48.92
7,d,106.20
1,d,117.45
16,w,149.18
9,w,19.41
6,w,70.86
17,w,-27.57
16,w,10.81
4,w,68.44
9,d,56.69
2,w,115.47
16,d,122.50
6,w,172.41
1,d,71.96
3,w,43.91
11,d,54.16
2,w,150.85
19,w,148.25
6,w,123.26
9,w,44.54
14,w,79.02
10,d,66.80
3,w,13.81
4,w,64.72
10,d,79.60
15,d,102.24
6,w,182.02
2,d,80.62
11,w,117.54
11,d,90.68
9,d,96.86
15,w,125.54
8,d,194.82
15,d,117.53
9,d,58.17
1,d,99.31
9,d,39.41
16,w,153.33
7,d,44.55
15,d,20.02
6,d,150.01
19,d,-10.88
14,d,57.14
7,w,64.66
11,d,52.30
5,w,135.60
14,d,42.60
7,d,175.97
9,w,119.87
15,w,157.83
17,w,69.35
10,w,70.39
14,w,7.26
9,d,53.61
18,w,101.68
5,w,20.65
18,w,44.76
10,w,169.68
18,w,95.94
9,w,185.81
9,w,92.47
1,w,34.41
15,d,64.89
17,d,63.88
3,d,166.68
9,d,95.35
2,d,218.39
12,w,-26.94
15,d,124.57
5,d,110.67
15,d,49.26
10,d,82.81
12,w,15.01
16,w,100.46
17,d,91.23
20,w,87.76
19,w,2.86
13,d,107.26
4,d,52.89
11,w,142.38
2,d,29.79
9,w,161.71
1,w,104.04
1,w,94.93
1,d,132.88
16,d,78.22
12,d,130.40
3,w,108.28
19,d,190.30
5,w,159.82
20,w,103.82
12,d,114.74
20,w,43.15
19,w,150.05
18,d,131.82
8,d,-23.27
1,w,142.48
16,d,76.55
5,d,75.80
13,w,38.72
1,d,121.62
18,w,140.00
13,d,107.27
13,d,71.43
15,w,64.76
17,d,65.74
18,d,145.64
5,w,55.31
7,w,141.24
6,w,109.18
13,d,156.20
14,w,12.39
9,w,109.69
20,w,206.73
1,d,166.01
11,w,111.39
14,d,207.25
2,d,95.56
16,d,103.16
17,d,78.65
3,w,109.95
9,d,107.59
17,d,48.57
2,d,73.38
5,d,115.33
17,d,89.83
6,w,49.22
17,d,93.78
4,d,-8.67
11,d,90.17
8,w,188.88
6,d,89.13
20,w,125.44
9,w,32.37
10,d,101.08
17,w,53.64
2,w,88.47
6,d,66.21
8,d,152.09
17,d,53.35
1,w,74.61
15,d,26.61
18,w,7.06
3,w,99.02
4,d,120.77
16,w,39.27
17,w,75.13
7,d,21.54
7,w,54.12
12,w,85.78
11,d,59.22
13,w,187.69
16,d,68.68
7,d,104.19
6,d,31.89
19,w,49.89
16,w,121.12
15,w,108.44
10,w,146.50
6,w,126.08
15,w,21.41
8,d,101.08
1,w,29.19
6,d,124.82
20,w,91.25
1,d,90.36
16,w,129.58
20,w,87.52
3,d,47.73
15,d,92.00
3,d,138.31
19,w,134.73
15,d,132.24
9,d,74.00
2,d,103.46
19,d,10.28
5,w,45.75
15,d,143.61
18,w,63.73
18,d,129.20
12,w,122.72
5,w,51.42
6,w,91.48
18,w,80.78
11,w,200.48
3,w,-10.27
8,w,44.72
17,w,53.74
20,w,195.69
11,d,104.94
19,w,79.39
8,d,98.04
1,w,85.60
11,w,119.56
3,w,86.78
18,d,67.13
4,d,78.96
11,w,104.24
17,w,123.48
15,w,117.27
10,d,107.87
5,d,61.57
18,d,83.19
18,d,27.81
3,d,115.58
8,d,42.15
17,d,38.77
7,w,119.83
18,w,116.43
9,w,111.17
6,d,115.86
12,d,59.11
4,w,145.65
10,d,87.88
19,w,103.88
10,d,83.34
3,d,173.95
2,d,29.98
13,w,123.00
12,d,126.13
6,w,81.57
5,d,94.09
10,w,131.58
11,d,104.14
11,w,87.96
13,d,129.29
17,d,63.21
5,w,194.68
18,d,22.94
19,d,128.21
19,w,145.97
12,w,111.22
18,w,99.96
14,d,77.51
1,d,81.34
7,w,58.42
10,d,138.99
13,d,153.85
2,w,68.65
3,d,141.97
16,w,27.03
20,w,57.33
2,d,122.68
16,w,101.50
18,d,69.30
17,w,90.34
15,d,115.96
12,d,170.27
3,d,51.33
11,w,204.18
13,d,39.13
10,w,107.85
6,w,110.70
12,d,-18.30
13,d,60.35
19,d,52.56
11,w,53.70
20,w,42.77
2,d,129.44
18,w,162.87
6,w,81.58
2,d,163.27
15,d,77.38
13,w,116.74
2,w,102.88
19,w,137.53
19,w,87.26
4,d,103.02
14,d,99.30
12,d,73.54
14,d,115.60
11,d,50.35
14,w,33.81
2,d,82.17
10,w,114.82
19,w,82.69
3,w,87.28
3,d,106.18
10,d,12.74
11,d,47.42
11,w,52.32
2,d,62.95
1,w,43.13
9,d,88.75
11,d,-40.42
2,d,58.44
16,d,104.47
12,w,70.29
12,w,141.30
4,w,153.97
20,w,52.58
20,w,51.78
19,w,98.11
1,w,56.50
16,d,143.45
9,w,142.39
19,w,111.42
12,w,100.74
12,d,-9.07
9,w,131.41
2,w,87.20
2,w,124.15
5,d,115.34
17,w,29.76
7,d,104.54
11,d,105.67
17,w,195.68
9,w,68.92
1,d,139.48
2,d,101.47
2,w,68.16
18,w,137.31
12,d,106.57
20,d,193.18
13,d,88.00
15,w,102.28
1,w,43.05
11,d,96.51
12,d,49.15
16,d,93.13
6,w,98.67
8,w,51.96
20,d,46.78
4,d,130.44
6,w,103.39
2,w,94.36
20,d,119.75
20,d,125.22
6,w,126.48
16,d,138.26
1,d,184.00
20,d,127.41
7,w,195.75
7,d,111.12
11,d,192.85
11,d,72.98
4,d,58.42
15,w,112.74
5,d,98.51
1,d,-26.29
1,d,40.43
19,d,180.55
13,d,103.04
11,d,93.56
8,w,201.68
3,d,56.84
5,d,76.31
19,w,163.16
5,d,-14.91
8,w,121.86
19,w,114.73
20,w,59.20
5,w,96.10
20,d,61.73
2,d,170.08
9,d,69.29
17,d,115.04
4,w,144.52
4,w,58.08
19,w,69.78
15,d,161.22
3,w,162.60
12,w,138.76
14,w,105.93
9,w,119.71
1,d,191.66
12,w,52.60
18,w,-4.26
13,d,104.95
4,d,52.27
4,w,39.85
18,w,91.16
9,d,117.09
11,w,-13.18
4,d,57.32
20,w,151.33
8,w,167.82
5,w,66.47
11,w,112.58
15,d,116.38
7,d,144.54
2,d,17.62
3,w,128.57
13,d,71.06
7,w,111.84
17,d,117.25
6,d,178.76
9,w,60.48
5,w,104.56
18,d,61.26
19,w,92.85
10,d,95.41
10,d,114.57
5,d,143.55
6,d,78.00
10,w,93.35
14,d,137.36
16,d,149.90
14,w,123.39
17,w,141.88
15,w,113.26
13,w,60.22
9,w,165.31
20,d,52.23
14,w,97.52
18,d,192.58
19,d,119.84
7,d,20.15
10,d,148.89
17,w,170.21
14,d,150.75
18,w,98.14
9,d,171.46
10,w,133.28
18,d,88.94
8,d,54.08
9,d,132.94
4,d,158.28
14,d,97.17
14,w,135.68
16,d,15.24
16,d,95.98
10,w,165.42
3,w,114.39
5,w,98.70
16,w,38.12
19,d,206.89
9,w,138.00
17,w,97.88
2,d,1.65
18,d,124.54
12,d,135.01
2,d,64.53
12,w,69.61
5,w,-7.42
8,d,141.56
16,d,174.37
2,d,112.21
15,d,124.68
6,d,113.05
19,d,111.72
5,d,98.19
6,d,36.06
20,w,91.59
9,w,80.96
20,d,140.04
8,d,134.74
10,w,74.77
19,w,112.89
14,w,101.46
19,w,35.92
6,w,40.43
18,d,81.72
12,d,86.28
8,w,51.48
5,w,162.62
12,w,90.66
7,w,117.73
18,w,159.05
9,w,56.71
3,d,126.75
7,d,44.05
16,d,112.04
8,w,109.77
17,d,97.97
2,d,144.71
14,w,112.47
16,w,74.39
8,d,75.67
4,d,105.83
19,w,145.86
2,w,84.35
13,d,123.37
15,w,107.89
5,w,61.88
7,w,173.44
18,w,133.42
16,d,53.80
3,d,155.28
10,d,98.37
20,d,100.47
20,w,154.14
3,d,18.75
18,w,145.29
15,w,161.46
6,d,128.83
18,d,181.59
13,w,74.50
5,d,145.48
13,d,149.61
13,w,85.10
16,d,35.71
17,d,166.24
12,d,135.87
13,d,152.04
14,d,133.34
7,d,70.48
3,w,77.58
20,w,109.09
14,w,159.79
16,w,120.71
6,w,101.08
2,w,105.45
4,w,92.95
9,d,144.19
4,w,46.47
15,w,153.06
15,d,113.90
19,d,70.48
4,w,30.08
18,d,-0.14
1,w,87.81
6,d,138.31
9,w,119.43
13,w,171.07
17,d,153.10
6,d,164.54
15,d,159.52
9,w,165.78
1,w,161.76
13,w,193.31
7,d,82.46
4,d,74.12
17,w,137.61
17,d,145.73
10,d,53.62
8,d,143.62
1,w,25.22
10,w,149.60
6,w,73.29
3,d,116.54
10,w,55.99
12,w,95.68
11,w,154.02
13,w,87.20
20,d,69.92
4,d,101.42
16,w,158.34
17,d,109.23
19,d,106.19
14,d,131.76
16,w,-16.08
5,d,45.91
19,d,130.39
6,w,143.32
11,d,126.80
4,w,48.29
9,w,86.16
1,w,52.78
2,d,97.23
9,d,77.80
15,w,169.16
9,w,97.61
15,d,162.88
18,d,115.46
5,w,48.36
13,w,78.00
9,d,128.03
10,d,128.99
10,d,139.75
8,d,41.40
8,d,81.92
13,w,135.11
13,w,136.37
12,d,163.34
14,d,131.05
8,w,133.04
16,w,121.65
13,d,90.91
5,w,70.82
3,w,161.50
6,d,61.58
3,d,208.85
6,w,42.54
13,w,115.60
18,w,180.81
5,w,90.81
3,w,174.32
17,d,2.16
6,w,116.80
12,d,143.36
13,w,120.87
19,w,49.00
11,d,19.37
5,w,104.96
11,d,16.62
3,w,108.27
10,w,66.18
3,d,94.03
1,w,155.61
9,w,88.59
4,w,82.01
3,w,85.30
13,w,53.61
12,w,111.83
5,d,194.90
7,w,-9.89
12,d,171.08
8,w,110.53
9,d,140.13
9,d,65.64
7,w,140.46
18,w,87.63
3,d,22.67
15,d,35.03
3,w,41.05
9,d,80.47
2,d,55.62
13,d,48.51
8,d,104.41
10,w,263.73
13,d,78.34
6,w,34.00
11,d,150.15
5,w,114.77
10,d,157.00
14,w,77.59
3,w,105.41
2,d,26.13
14,w,85.09
11,w,20.01
10,w,83.00
17,d,1.83
19,d,92.47
8,d,144.44
10,w,181.91
3,w,108.96
4,w,-4.85
9,w,154.13
16,w,210.55
16,w,104.10
18,d,76.37
16,d,144.58
2,w,72.30
19,w,90.79
10,w,115.25
12,d,42.83
12,d,120.42
10,w,137.56
18,d,76.19
16,d,131.92
5,d,103.70
8,w,54.01
17,d,19.25
19,w,190.72
6,d,80.84
2,d,-10.07
7,w,88.52
6,w,49.18
12,w,176.60
4,w,151.92
20,w,137.97
4,w,48.42
17,w,50.29
10,w,194.72
19,d,96.52
14,w,108.42
14,w,126.86
9,d,157.98
5,w,119.92
18,w,100.98
4,d,68.20
10,w,107.44
6,d,17.17
11,d,54.08
7,d,-51.53
8,d,87.93
16,d,39.99
11,d,57.94
12,w,80.27
17,w,104.80
10,w,115.98
13,d,104.97
16,d,38.59
15,d,134.27
6,w,43.11
19,d,72.72
13,d,68.90
5,d,139.58
6,d,105.18
15,d,140.72
19,d,195.33
11,d,126.34
8,w,26.00
12,w,137.29
1,d,43.42
18,w,70.61
5,w,145.96
19,d,73.07
12,d,42.60
7,w,112.12
19,w,86.85
1,d,137.85
20,w,157.38
2,d,21.01
19,d,20.71
2,d,135.75
15,w,110.41
14,w,-4.29
18,d,143.42
1,w,41.08
3,d,58.67
4,w,150.57
9,w,68.34
19,w,75.58
16,d,46.81
2,d,100.31
6,w,62.67
5,d,128.18
2,d,151.55
17,d,20.36
2,w,120.96
16,d,65.01
8,d,139.66
3,d,81.14
11,w,25.02
16,w,92.39
12,d,103.64
16,d,32.47
3,w,108.61
1,d,113.27
3,w,97.13
3,w,81.49
