# Atm transactions from machine 01
# format: account number, type, amount
16,w,114.98
7,d,125.25
10,d,148.32
5,w,66.19
3,d,119.95
11,d,115.76
17,d,134.98
2,d,92.33
20,w,107.25
20,w,53.21
20,w,87.04
10,w,86.90
11,w,176.89
7,w,89.77
6,w,157.98
18,d,131.64
15,d,115.14
15,d,112.74
12,w,48.17
18,w,174.05
2,d,74.78
5,d,59.02
3,w,131.37
3,w,44.16
10,d,50.93
2,w,163.74
12,d,144.56
9,w,55.83
19,d,49.52
18,w,108.66
5,w,110.18
7,d,102.45
13,d,140.27
3,d,137.46
6,d,124.15
9,d,126.87
8,d,76.05
18,w,45.08
2,w,123.05
11,w,58.93
19,d,232.62
20,w,145.12
15,w,175.05
20,d,129.84
13,d,119.87
9,d,99.79
7,w,23.38
6,w,86.82
10,w,-10.35
17,d,115.01
11,d,50.79
7,d,98.48
16,w,14.28
15,w,125.09
7,d,71.05
10,w,164.60
15,w,53.23
4,d,24.73
11,d,-10.94
1,w,95.65
9,w,26.22
10,w,24.58
19,w,195.80
17,d,97.62
4,d,135.60
6,w,198.15
19,d,78.48
3,w,74.46
14,w,128.35
10,w,81.11
13,d,208.49
8,w,108.39
5,d,124.82
8,w,190.43
2,d,149.74
11,w,104.89
8,d,148.31
4,w,39.60
13,w,81.33
11,d,149.74
2,w,52.87
15,d,171.85
1,w,103.48
15,d,155.50
17,w,79.61
7,d,142.11
6,w,108.29
10,w,164.04
1,d,185.11
16,w,107.11
15,d,75.52
2,d,106.03
8,w,44.98
3,w,221.62
9,d,46.14
15,w,163.72
15,d,47.87
8,w,140.65
14,d,31.89
19,d,108.08
11,d,111.71
19,d,119.45
20,w,91.52
7,w,42.23
16,d,23.77
20,d,188.38
12,w,71.57
14,d,119.59
2,d,-10.14
11,d,-62.80
12,w,121.21
2,w,54.74
12,w,149.13
3,w,116.44
5,w,108.91
7,d,17.42
4,d,133.65
20,w,67.43
5,d,23.84
3,d,136.44
18,w,172.60
11,d,101.98
18,w,105.58
12,d,117.95
17,w,94.64
18,w,120.43
11,w,153.94
18,w,10.97
18,w,78.46
18,w,76.12
13,w,122.54
16,d,89.75
12,d,181.56
2,w,98.58
15,w,211.04
19,w,118.61
7,w,149.12
10,w,140.94
16,w,104.21
17,w,99.50
6,d,184.80
11,d,108.09
5,d,32.57
11,w,131.06
4,d,133.37
18,w,82.30
2,d,94.68
12,w,59.09
5,d,132.35
9,d,84.42
15,d,-6.76
4,w,63.49
12,d,158.45
17,w,78.19
4,d,57.66
5,d,71.96
6,w,189.27
16,w,57.99
7,w,62.91
20,d,95.45
13,d,165.06
17,w,99.57
9,w,3.72
11,w,156.77
19,d,107.32
5,w,115.19
18,d,49.91
2,w,64.88
7,d,51.54
7,d,113.37
10,d,69.46
3,d,30.32
1,w,106.92
11,d,137.34
11,d,110.05
16,w,112.09
17,w,96.46
3,w,195.21
17,w,28.91
6,d,164.74
19,w,188.10
10,w,23.02
18,d,100.16
3,w,82.73
10,w,79.46
5,d,91.74
5,d,124.41
12,d,29.20
17,w,119.07
2,w,144.44
11,d,70.25
20,d,139.42
18,w,88.36
20,d,142.57
13,d,36.55
12,d,69.13
6,d,105.24
2,d,122.48
12,d,172.16
13,w,80.91
11,d,73.92
19,w,97.47
20,d,155.60
11,w,166.47
13,w,145.48
18,w,175.28
11,d,-43.82
17,w,112.95
6,d,88.93
16,w,148.11
13,w,103.99
9,w,199.64
12,d,63.03
8,w,160.87
3,w,101.33
12,d,137.62
5,d,110.55
6,w,155.07
7,w,133.76
14,d,66.24
19,w,95.12
11,w,78.28
1,w,-3.83
10,d,99.20
1,w,90.09
1,d,29.27
10,d,79.00
2,d,160.13
5,w,63.47
17,w,91.43
14,d,112.76
15,w,95.89
14,d,-20.50
11,d,46.38
10,d,133.19
14,w,86.01
2,w,224.90
5,w,15.10
20,d,83.27
13,w,96.31
3,d,135.75
20,w,115.77
16,d,182.14
11,w,12.58
19,d,28.58
10,d,147.16
4,w,97.68
8,w,-21.29
5,d,184.68
6,d,110.65
7,w,91.27
20,d,97.87
1,w,108.50
6,w,104.73
2,w,140.60
16,w,151.85
10,w,59.56
2,w,185.79
10,d,126.11
4,w,96.71
15,w,101.93
7,w,39.02
7,w,94.15
6,d,109.01
20,d,114.94
20,w,97.33
19,d,126.12
6,w,90.27
15,w,85.06
15,d,28.21
14,w,68.91
7,w,120.04
15,d,199.26
13,d,97.27
13,d,21.14
10,d,53.19
2,w,152.05
14,w,-11.75
3,d,-12.69
6,d,133.88
4,w,163.35
8,w,60.99
14,w,222.46
10,d,61.90
9,w,203.47
11,d,53.86
15,w,169.53
1,d,33.21
6,w,68.64
12,w,79.59
11,w,129.97
18,d,84.39
9,w,104.84
8,w,73.49
6,w,121.92
5,d,96.70
1,w,100.59
20,d,50.24
8,w,97.43
3,w,177.92
6,d,188.62
10,w,103.38
8,w,39.96
16,d,154.84
3,w,127.32
19,d,59.51
20,w,111.87
20,w,70.30
9,w,195.17
15,w,161.38
5,d,133.44
15,w,14.98
20,d,133.67
12,d,137.03
16,w,131.13
17,w,83.35
8,w,72.19
5,d,57.54
9,d,179.74
1,w,70.42
8,w,92.24
14,w,87.03
13,w,13.66
6,d,-13.80
2,w,62.06
20,w,145.92
9,w,72.65
15,w,59.58
10,d,35.08
4,d,97.91
19,d,43.53
7,d,77.64
7,w,125.33
6,w,97.99
14,w,128.52
15,w,40.61
20,w,139.77
5,d,129.11
14,w,40.34
18,d,37.57
20,w,93.25
19,w,101.45
7,w,78.51
10,d,132.08
13,d,92.79
4,w,131.55
13,d,62.11
3,d,134.05
13,d,126.29
12,d,162.44
7,w,144.06
20,d,188.18
4,d,79.39
15,d,212.56
8,w,96.20
3,w,68.77
4,w,113.01
11,w,182.40
13,w,129.86
4,w,55.84
6,w,3.51
20,d,28.54
20,d,50.07
6,w,131.34
13,w,90.21
10,d,92.43
15,d,117.01
14,w,87.78
12,d,105.83
7,d,88.40
3,w,193.80
2,w,135.65
8,d,62.62
14,d,43.81
18,d,134.62
12,w,95.64
7,d,94.79
20,w,111.34
16,d,119.70
19,d,126.24
15,w,132.21
14,w,172.32
1,d,110.42
15,d,155.62
15,w,124.50
20,d,58.31
5,d,106.91
13,w,103.30
6,d,84.44
3,d,86.14
16,d,21.38
17,w,98.61
1,w,121.92
17,w,59.90
18,d,123.04
12,w,94.76
10,w,118.01
16,d,71.49
1,d,88.48
11,d,77.00
2,d,192.24
1,w,68.77
4,w,42.54
8,d,81.79
2,d,125.28
1,d,51.59
1,d,101.87
16,d,134.47
13,w,146.82
17,d,122.46
16,d,152.79
10,w,-8.58
14,d,83.45
18,d,142.82
19,d,-1.46
13,d,61.28
8,w,143.51
18,w,97.18
15,d,84.17
20,w,165.13
13,w,53.26
8,w,10.58
12,d,23.10
5,d,136.51
12,d,84.72
2,d,107.95
20,d,96.98
3,d,110.21
18,d,55.55
13,w,85.98
9,d,94.98
1,w,91.37
10,d,137.59
4,w,133.03
8,d,84.03
10,w,70.82
6,w,30.63
15,d,23.96
1,w,24.43
14,w,72.39
8,w,82.79
16,w,141.34
4,d,93.17
6,w,171.72
20,w,163.67
9,d,114.77
19,d,49.09
7,d,17.35
11,d,76.27
6,d,72.69
7,w,17.21
3,d,42.95
2,w,71.31
7,d,55.27
7,w,96.38
8,w,171.14
5,w,121.87
13,w,102.53
2,d,64.55
7,d,93.58
2,w,114.76
13,d,74.14
3,d,158.50
8,d,87.37
19,d,99.82
7,w,-21.37
9,d,23.60
4,w,95.66
5,d,38.00
11,w,109.13
6,d,182.31
2,d,-5.06
6,w,-5.20
16,d,1.17
3,d,144.73
15,w,91.67
12,d,46.52
8,d,21.73
18,w,132.38
16,d,114.36
3,d,96.12
1,d,37.07
1,w,131.57
18,w,34.91
3,w,46.74
17,w,51.41
8,w,222.05
1,d,102.43
20,w,102.31
20,d,72.76
5,w,71.69
6,w,87.97
13,d,-8.43
6,d,105.62
5,d,118.03
10,w,144.55
6,d,141.69
11,w,80.96
6,d,137.52
17,w,108.28
17,w,110.85
3,w,133.25
4,w,-3.20
13,w,132.38
14,d,49.01
9,d,69.90
1,w,129.63
2,d,-9.79
18,d,92.85
8,w,110.44
11,d,12.38
12,d,126.21
14,w,87.00
4,d,145.57
10,w,102.05
1,d,177.52
18,d,153.64
8,w,20.47
18,w,52.76
5,w,136.79
4,d,16.51
9,w,79.58
3,d,55.04
17,d,159.79
18,w,122.68
1,w,108.64
9,w,57.34
15,d,126.68
6,d,118.46
10,w,147.27
17,w,72.32
14,d,96.07
19,d,182.10
10,w,131.16
8,w,129.63
4,d,128.72
5,d,180.68
20,d,80.40
18,w,140.63
12,d,100.07
16,d,51.20
10,w,80.53
18,w,151.55
5,d,27.23
15,w,89.45
15,d,162.72
17,w,102.08
19,w,41.16
14,w,151.10
7,w,167.41
1,w,78.79
19,d,43.86
16,d,66.29
14,d,67.46
1,w,55.56
16,d,87.33
4,w,171.85
12,w,136.56
11,d,171.78
3,d,196.01
9,d,179.15
19,d,135.94
18,w,63.41
19,w,38.06
3,w,213.54
12,d,107.28
5,w,63.07
8,d,-6.23
13,w,116.30
15,w,177.42
19,d,148.19
8,w,150.03
5,w,114.43
15,d,89.09
19,w,79.57
4,w,154.75
5,w,162.10
15,d,86.82
1,d,37.43
7,w,77.41
10,d,110.47
2,w,193.91
8,d,33.79
6,d,87.97
16,d,122.91
18,d,157.30
16,w,12.99
20,d,77.19
8,d,60.48
8,d,171.62
11,d,102.54
14,w,90.04
6,d,155.89
6,d,115.19
12,d,102.67
3,d,38.39
14,w,11.25
2,d,134.03
9,d,141.41
19,w,165.83
19,w,73.90
8,d,11.36
19,w,168.55
2,w,209.51
9,d,143.78
6,w,113.18
14,d,122.48
3,w,74.96
8,w,94.52
8,w,22.87
16,d,44.19
20,w,52.18
18,w,172.68
20,w,89.83
2,w,209.34
10,w,71.00
2,w,111.06
11,w,69.82
18,d,89.35
7,w,22.84
15,w,88.61
1,d,-3.64
14,w,14.46
3,w,67.10
15,w,62.17
11,d,94.92
18,d,57.84
4,d,130.67
6,w,164.38
1,d,134.71
14,d,182.16
4,d,1.98
6,d,81.41
17,w,-0.55
12,d,-0.27
9,w,72.97
1,d,135.97
15,d,115.61
14,d,-11.09
13,w,36.12
13,d,205.19
4,w,103.89
1,w,14.63
12,d,31.02
14,d,119.19
2,d,101.61
3,d,140.99
6,d,4.98
18,w,61.13
4,w,136.60
5,d,49.41
11,w,149.08
12,w,171.11
10,d,84.78
16,d,65.83
2,d,73.33
1,w,114.58
18,d,7.01
19,w,114.97
16,d,38.60
7,d,107.00
20,w,110.40
10,d,77.10
11,w,56.72
13,w,52.65
18,w,-19.78
10,d,153.62
2,d,146.06
4,w,190.36
14,w,-10.73
2,d,133.56
7,w,141.71
3,d,140.42
6,d,45.93
5,w,124.73
17,d,175.96
10,w,116.07
3,w,90.82
7,d,12.48
17,w,174.63
14,d,63.30
17,w,41.14
18,w,91.57
14,d,61.20
10,d,0.44
14,w,114.76
8,d,36.11
8,w,36.94
16,d,104.21
18,w,95.96
14,w,41.96
12,w,129.69
7,d,197.72
14,d,78.25
6,w,-6.03
20,w,141.62
17,d,150.04
18,d,48.05
13,w,108.34
1,d,65.76
7,d,218.30
19,d,95.56
5,d,78.82
15,d,65.49
17,w,46.72
1,d,67.52
9,w,61.97
5,d,54.06
13,d,38.64
4,w,64.12
16,d,70.57
15,w,134.68
9,w,119.36
3,d,140.51
15,w,145.24
5,d,81.48
10,w,79.56
1,d,15.10
9,w,36.73
20,d,117.39
1,w,166.15
11,w,61.02
19,d,49.45
10,d,134.08
16,w,104.80
7,d,57.40
9,w,133.32
18,d,124.59
6,w,114.22
14,w,153.67
19,d,173.92
7,d,89.63
20,d,93.16
6,w,79.87
13,d,57.89
7,d,173.31
14,w,96.25
19,d,74.31
17,w,144.40
7,w,190.22
3,w,168.22
13,w,94.25
17,d,158.39
13,d,69.02
19,w,175.86
5,w,95.59
1,w,136.51
3,d,32.17
9,w,115.99
13,w,33.12
1,d,141.08
20,d,96.13
15,d,137.36
15,w,192.67
14,d,46.35
10,d,59.32
6,d,105.70
8,d,133.57
4,w,124.23
9,d,179.76
3,d,80.36
4,w,-16.72
20,w,104.34
15,d,112.22
3,w,109.63
11,d,156.49
1,w,60.50
20,d,45.72
17,d,51.03
2,d,75.04
1,d,157.25
5,d,115.29
2,w,67.67
15,w,72.44
16,d,31.94
1,w,73.94
14,w,90.53
9,w,86.68
3,d,92.47
16,d,73.07
17,w,133.25
2,w,102.74
14,w,66.09
3,w,101.27
20,w,55.38
16,d,69.92
16,d,87.39
13,d,55.50
8,d,143.14
4,w,155.34
9,w,66.65
11,d,21.17
12,d,74.69
16,w,102.36
12,w,172.28
2,w,135.15
20,w,108.14
20,w,38.94
11,d,82.07
20,w,70.21
8,d,170.06
17,w,110.21
5,w,213.83
20,w,41.25
15,w,137.04
16,d,-2.00
3,d,145.66
18,w,64.28
4,w,140.52
16,w,143.16
5,d,51.37
17,d,89.88
3,w,137.22
18,w,36.71
16,w,132.53
18,d,81.53
5,w,110.94
17,w,234.12
16,d,115.87
13,w,218.62
16,d,38.93
4,d,75.38
9,w,132.07
8,d,128.17
10,d,20.09
18,d,169.27
2,w,107.03
12,w,116.23
6,w,9.89
7,w,141.85
1,w,106.39
10,d,73.07
5,w,-43.09
11,w,85.16
16,w,137.35
9,w,82.92
13,w,154.21
1,d,22.34
6,w,76.76
13,d,77.16
9,w,118.82
7,w,56.32
20,w,69.97
12,d,64.26
7,d,134.03
20,d,166.99
3,d,108.35
14,w,120.94
20,d,137.94
15,w,84.23
2,w,49.28
20,w,71.84
18,d,144.02
2,w,40.58
19,w,91.50
19,w,42.33
3,d,83.16
15,d,98.50
3,w,214.62
9,d,91.70
14,w,170.04
19,w,129.36
5,d,93.63
4,w,97.91
16,w,80.82
8,d,-39.37
13,w,32.17
17,d,57.50
1,w,68.24
7,w,45.57
10,w,40.88
3,d,198.82
4,w,127.66
19,d,125.37
10,d,155.97
12,d,188.82
17,w,128.97
12,d,104.21
12,w,108.02
2,w,69.28
17,d,69.08
20,w,180.45
1,w,143.20
1,d,133.62
18,d,130.59
1,d,174.23
17,w,208.22
20,w,139.04
3,w,61.98
18,w,129.12
1,d,143.29
12,d,40.91
11,w,0.03
9,d,76.63
19,d,124.84
15,w,106.20
16,d,26.41
12,w,22.49
18,d,25.36
20,d,82.80
11,w,146.71
13,d,72.10
6,d,67.00
8,w,155.64
14,w,172.95
11,w,106.09
20,w,154.98
16,w,155.88
10,w,114.98
6,d,173.15
10,d,111.55
17,d,91.04
7,w,114.58
20,d,36.94
7,d,95.60
12,d,150.06
11,d,71.87
4,d,50.70
19,w,132.45
17,w,112.50
19,w,194.11
8,w,153.56
11,d,55.45
19,w,82.03
15,w,120.33
12,w,67.88
9,d,76.71
2,w,76.79
15,w,33.44
13,d,92.70
19,d,77.11
14,w,159.07
9,w,179.77
17,w,122.08
3,w,51.16
5,d,87.10
19,w,46.03
18,d,43.72
19,d,88.44
1,d,77.96
17,d,161.88
2,w,122.58
20,d,113.35
2,w,50.04
2,d,82.20
8,w,143.61
19,w,58.36
6,d,183.12
11,w,103.54
9,w,57.83
2,w,82.03
1,d,159.87
13,d,123.00
9,w,30.74
10,w,110.70
15,w,-30.21
15,w,122.02
13,d,67.64
10,d,87.75
14,d,139.42
18,w,137.66
9,w,45.87
3,d,92.88
2,d,72.52
20,w,100.52
14,d,22.89
19,d,88.80
9,d,138.52
8,d,229.83
15,w,176.04
20,d,52.04
20,w,60.46
12,d,111.57
6,d,37.38
20,w,134.81
17,d,122.14
12,w,149.49
14,d,117.76
15,d,73.42
6,d,73.45
5,d,82.16
10,w,152.30
4,w,119.98
11,w,114.21
20,w,17.00
1,w,-30.81
11,d,55.56
3,w,143.43
8,d,138.28
14,w,162.14
10,d,159.26
14,d,92.59
8,w,121.53
8,w,76.82
2,d,104.77
5,w,113.56
4,d,80.76
16,w,96.37
11,w,91.39
16,w,101.32
12,w,21.18
1,d,138.93
5,w,28.17
17,d,196.16
18,d,131.46
18,w,131.56
15,w,148.14
13,w,72.95
8,d,103.29
14,d,147.23
15,d,109.77
5,w,33.64
7,w,78.55
13,w,31.26
4,d,69.25
4,d,16.44
14,w,115.44
15,d,91.92
9,w,146.57
14,d,153.82
3,w,107.87
10,w,127.30
16,w,16.40
15,d,76.72
9,w,73.21
6,w,80.53
4,d,39.05
20,w,73.36
15,d,43.22
10,d,101.06
20,d,108.61
7,w,123.56
16,d,44.21
10,d,165.04
1,d,149.86
16,w,99.00
15,d,30.14
19,d,113.23
19,d,80.28
9,d,62.92
5,d,79.68
20,d,220.24
15,w,125.07
8,w,218.57
19,d,83.20
1,d,60.82
2,d,152.08
18,d,76.62
1,w,151.35
16,d,66.35
17,d,153.23
14,w,43.04
18,w,179.62
16,w,102.64
7,d,95.45
15,d,120.14
17,d,86.94
9,d,150.96
1,d,56.05
17,w,74.21
17,d,206.87
3,d,86.39
6,w,98.28
15,w,133.10
17,w,113.49
18,d,132.95
10,w,25.40
4,w,70.12
2,w,49.98
12,d,56.81
11,w,40.72
6,w,94.40
15,w,123.10
5,d,21.70
7,d,97.99
8,w,171.04
10,d,135.96
4,d,14.33
10,w,79.33
12,w,166.57
15,w,185.75
13,d,105.89
20,d,6.01
14,w,13.76
18,d,118.28
18,w,95.51
11,w,57.91
13,w,53.42
2,d,98.82
13,d,96.92
17,w,-19.10
12,d,82.33
6,w,52.50
17,d,92.99
13,d,51.46
19,d,78.94
10,d,133.33
17,w,242.77
7,w,1.27
10,w,92.08
3,w,34.30
11,d,97.72
4,d,153.66
6,w,84.25
20,w,8.76
1,d,49.40
4,w,127.86
5,w,96.66
20,w,197.67
11,d,68.61
20,d,85.67
5,d,90.71
17,w,68.13
15,w,-15.74
2,d,25.34
3,w,65.22
5,w,93.80
1,d,130.49
8,d,97.89
18,d,93.24
19,d,66.78
20,w,113.78
3,d,83.28
6,d,59.15
7,w,170.77
20,w,94.45
3,d,197.39
8,w,98.73
9,d,56.01
14,w,103.55
6,d,50.80
11,w,222.14
5,w,80.87
19,d,236.42
14,w,57.91
13,d,109.32
17,w,125.02
20,w,35.90
10,d,-8.50
16,d,90.93
18,w,192.89
4,w,139.08
6,w,23.18
13,w,170.65
4,w,131.43
4,d,87.39
11,w,130.69
20,d,112.64
18,d,131.63
12,d,65.59
6,d,103.98
9,w,133.38
17,w,170.67
1,w,46.88
2,w,127.19
7,d,88.77
13,w,108.33
13,w,127.81
11,d,101.86
14,w,95.32
12,d,119.52
19,d,118.60
19,d,110.52
13,w,87.25
8,w,28.66
12,w,63.75
16,d,105.82
12,w,80.29
19,d,181.28
19,w,54.92
15,w,147.02
17,d,87.47
8,w,140.83
7,w,197.46
16,d,87.06
8,d,155.33
3,w,78.36
4,d,119.36
11,w,49.63
13,w,112.91
19,w,142.51
15,w,52.37
10,d,97.70
10,w,105.60
7,w,35.99
16,d,84.37
7,d,107.21
20,w,17.51
16,d,70.04
10,w,170.39
13,w,109.03
17,d,27.16
7,w,79.35
12,w,38.73
13,d,62.70
20,d,79.19
6,w,114.27
15,w,66.51
13,d,57.89
1,d,115.38
11,w,15.09
13,d,103.22
18,w,98.76
5,w,43.03
19,w,125.65
10,w,107.42
19,d,145.47
7,d,236.55
2,d,56.88
8,w,74.55
2,d,114.63
9,d,36.18
7,d,75.62
12,w,94.06
18,w,49.82
8,w,143.72
11,d,235.91
16,w,128.94
3,w,117.15
20,w,151.43
13,w,49.29
8,w,135.35
15,d,80.13
8,d,229.61
19,d,16.62
17,w,103.90
16,d,128.56
10,w,90.32
17,w,184.41
19,w,128.45
1,w,128.71
16,w,74.28
10,w,69.86
7,w,68.09
14,w,93.00
7,w,116.30
14,w,62.65
19,w,39.96
8,w,138.00
13,d,37.50
7,d,92.63
6,d,52.09
7,d,101.09
17,w,44.61
9,d,90.65
4,w,208.83
2,d,20.98
5,w,114.36
18,d,87.84
14,d,-2.90
11,w,111.37
3,d,91.12
12,w,125.73
20,d,148.31
4,w,25.24
18,d,143.33
3,w,233.70
8,w,76.83
17,w,33.05
7,d,-6.66
19,w,98.99
9,w,100.98
7,w,-15.48
8,d,-6.01
7,d,75.54
6,w,104.73
8,w,115.41
6,w,50.33
20,d,73.81
1,w,134.73
17,d,71.77
12,w,68.21
13,w,107.22
8,w,161.24
17,w,69.68
9,w,108.26
16,w,36.96
5,d,18.49
4,d,98.02
2,d,120.15
2,w,41.36
12,d,130.67
20,d,71.76
20,d,36.10
14,d,118.49
16,w,113.82
12,d,157.71
18,d,110.88
20,d,93.63
3,w,49.62
17,w,197.53
3,d,96.89
8,w,122.84
3,d,179.66
2,d,148.42
19,w,80.30
15,w,43.39
14,d,31.32
11,d,-30.08
14,w,118.90
7,d,145.98
16,w,76.71
7,d,76.49
14,d,114.84
20,d,102.56
13,w,105.81
4,w,78.78
5,d,134.14
3,w,120.04
7,w,107.33
4,d,3.44
3,w,149.04
2,d,122.08
4,d,112.97
12,w,83.79
11,w,156.68
15,d,30.12
4,w,60.78
6,w,109.25
8,w,125.88
19,d,117.97
8,d,32.87
18,w,69.56
8,d,78.53
6,w,46.54
17,d,71.65
7,d,17.87
18,w,96.75
6,w,94.85
12,d,19.14
5,w,171.64
16,w,87.66
15,d,45.40
5,w,120.47
20,d,160.08
5,d,103.30
4,d,91.69
5,d,115.67
19,w,155.52
16,w,149.54
2,w,135.26
17,d,88.53
9,d,146.93
20,d,170.93
13,d,109.54
4,d,46.26
11,w,138.22
3,w,129.72
14,d,108.17
5,d,42.98
1,w,54.67
13,d,139.34
18,d,126.80
16,d,130.56
2,w,104.37
16,d,127.17
1,w,-9.77
11,w,53.43
12,w,122.65
1,w,109.79
12,d,122.91
14,d,183.42
11,w,62.58
9,d,104.07
11,w,130.14
13,w,118.33
15,w,65.81
4,d,85.56
12,w,104.01
16,w,138.50
1,d,78.72
17,d,100.81
5,w,84.59
10,w,97.72
20,d,41.12
13,w,78.17
14,w,47.21
13,d,18.47
10,w,161.60
5,d,38.49
2,w,117.41
13,w,122.05
6,w,105.18
1,w,100.55
19,w,137.57
16,w,62.49
11,w,189.84
9,w,99.69
13,w,176.00
10,w,189.93
17,d,56.57
17,w,124.66
17,w,46.65
18,w,84.82
19,d,107.64
19,d,214.81
16,d,30.57
17,w,70.26
14,w,212.11
8,d,94.43
4,w,98.84
14,d,94.64
12,w,128.41
19,w,109.77
14,w,81.06
1,d,152.40
14,d,28.33
20,w,178.34
1,w,59.33
17,w,66.28
1,w,46.34
20,w,98.38
10,d,121.97
1,d,145.67
14,w,192.23
20,d,165.97
5,d,122.83
14,d,78.19
4,d,130.28
7,d,130.70
17,w,66.55
1,d,40.79
8,w,170.71
6,d,83.23
15,w,137.22
19,d,120.33
6,d,139.29
19,w,121.86
8,d,91.20
5,w,127.00
19,d,116.57
8,d,72.84
14,d,150.78
11,d,180.39
17,w,-62.79
2,w,64.44
7,w,151.70
15,w,13.26
1,d,162.94
2,d,118.24
8,d,97.58
2,w,76.48
16,w,117.27
20,d,33.64
10,w,151.96
15,d,177.22
7,w,72.00
12,d,103.71
1,d,113.54
12,w,17.66
6,w,30.72
11,w,93.94
3,d,90.61
19,w,57.58
19,d,118.06
16,d,98.98
3,d,44.99
13,d,59.91
14,d,146.21
9,w,88.97
7,w,150.96
1,d,158.14
15,w,83.71
15,w,87.03
5,w,120.31
20,w,34.23
5,d,146.52
18,d,106.32
2,w,72.58
4,d,174.16
2,w,137.80
20,w,59.18
9,w,41.48
5,d,137.11
20,w,144.93
9,w,42.79
3,w,-6.70
19,w,141.56
1,d,98.57
8,w,-7.93
10,d,72.01
20,d,161.38
9,d,33.28
9,w,131.13
18,d,116.30
17,w,150.60
5,d,99.47
20,w,116.44
