# Atm transactions from machine 07
# format: account number, type, amount
16,d,74.18
16,w,93.98
14,d,100.98
12,d,15.32
14,d,45.25
1,w,48.02
13,d,65.30
15,w,79.80
2,w,26.20
20,w,83.99
16,w,104.51
11,w,35.10
6,d,128.21
14,d,102.06
9,w,97.19
12,d,138.62
1,w,45.90
3,d,112.25
13,w,109.42
12,w,50.47
7,d,123.77
12,d,161.18
11,w,106.74
4,d,17.39
2,w,88.50
19,d,69.63
10,d,92.62
8,w,42.78
16,d,12.74
6,w,66.63
7,d,25.21
20,w,107.56
4,w,72.65
3,d,76.30
14,d,77.10
2,d,62.26
16,d,26.06
17,w,101.80
7,w,118.50
8,w,125.68
8,w,60.38
17,w,93.73
14,d,127.76
16,w,97.46
19,w,84.91
4,w,45.25
17,w,7.16
8,d,110.37
8,d,102.42
13,d,162.51
20,d,43.81
4,w,141.40
18,w,97.48
3,d,96.75
5,d,76.91
3,d,88.54
10,w,121.51
15,d,149.99
17,d,63.51
10,w,90.27
12,w,101.72
13,d,139.59
1,w,138.09
11,d,101.33
17,w,49.05
8,d,225.86
9,w,91.79
16,d,48.97
15,d,142.72
10,d,69.17
1,w,115.48
17,d,101.93
15,w,189.65
12,w,164.74
19,d,-11.96
19,d,86.87
4,w,193.54
3,w,63.66
20,d,106.61
8,d,25.80
4,d,57.58
1,d,71.68
3,w,109.47
11,w,57.38
4,w,145.04
7,d,3.27
16,w,43.94
11,d,153.30
5,w,-16.68
8,w,138.47
7,w,49.29
14,d,96.86
15,d,74.80
7,w,132.03
2,w,3.36
11,d,37.85
17,w,110.59
17,w,64.38
10,d,145.84
15,d,79.95
7,d,83.93
2,w,117.44
8,w,93.73
10,w,85.56
8,w,148.04
2,d,100.21
6,w,51.91
4,d,106.99
3,w,86.78
19,d,125.60
3,d,73.25
4,d,117.73
13,d,135.45
20,d,50.77
3,w,102.63
17,d,121.42
14,w,123.64
12,w,69.04
17,w,39.80
11,d,128.34
5,d,104.92
15,d,81.16
2,d,101.10
18,d,21.64
11,w,181.35
4,w,162.23
9,d,141.29
6,w,92.25
18,d,30.25
20,w,168.44
2,d,41.85
12,w,90.48
20,d,155.20
4,d,134.28
20,w,149.48
6,d,150.94
7,d,30.44
9,w,38.50
12,w,161.66
11,w,156.89
16,d,105.04
3,d,134.42
1,d,102.44
14,w,144.94
12,d,107.39
17,d,30.23
3,d,103.74
1,d,118.73
20,d,25.92
14,d,67.21
15,w,110.37
12,w,66.18
7,d,151.28
6,w,104.46
19,w,162.43
14,d,62.39
12,d,174.71
1,w,92.47
18,w,179.05
7,d,132.70
20,w,139.37
9,w,36.39
17,w,111.15
2,w,0.30
5,d,95.74
17,d,148.51
14,d,168.13
10,d,157.44
10,w,42.86
20,w,68.05
16,w,116.24
6,w,157.02
19,d,16.34
17,d,77.74
13,w,86.51
16,w,125.25
16,d,151.92
11,w,51.85
13,w,187.94
8,w,39.46
3,d,95.59
10,d,101.26
15,w,134.85
14,w,139.62
4,d,139.88
5,d,8.67
11,d,149.50
12,d,140.03
19,w,198.18
19,w,28.45
8,w,62.99
1,w,97.16
11,d,37.73
3,w,33.78
8,d,187.30
7,w,22.52
9,d,143.15
14,d,113.11
8,w,87.68
5,w,174.60
19,w,33.93
14,w,42.37
15,d,133.91
4,d,164.50
16,d,95.09
8,d,98.71
18,d,25.77
4,w,147.51
20,w,188.99
16,w,111.41
9,d,91.55
1,w,96.63
5,w,23.32
2,w,93.18
1,w,106.74
2,w,143.05
19,d,93.75
7,w,150.99
20,d,75.19
20,w,170.90
12,w,18.94
18,w,95.17
15,w,185.28
18,d,98.05
17,d,96.61
6,w,103.49
6,d,138.26
19,w,125.45
14,w,80.89
20,d,109.93
17,w,40.98
10,w,166.64
20,w,178.20
7,w,180.98
18,w,120.62
15,w,100.17
6,d,121.47
5,d,105.72
9,d,115.58
2,d,124.98
12,w,133.23
13,d,101.17
9,d,39.47
1,w,52.21
2,d,122.19
9,d,169.13
14,w,59.70
4,d,144.83
3,d,86.71
2,w,85.21
12,d,122.40
17,w,130.66
9,w,127.22
19,d,114.36
13,w,93.63
17,w,153.24
16,d,123.45
14,d,122.19
8,w,74.13
7,w,63.13
13,d,98.01
18,d,88.27
12,d,40.04
2,d,-14.20
20,d,48.16
12,w,145.79
11,d,42.62
6,w,45.63
5,w,92.71
4,w,184.66
12,d,213.10
6,d,174.73
8,w,102.25
17,d,153.78
13,w,50.70
5,d,108.85
6,w,228.77
5,w,129.97
16,w,56.24
18,d,164.59
8,d,120.10
10,d,90.79
3,d,139.75
17,d,90.59
20,d,36.28
20,d,188.55
3,d,69.00
13,d,87.10
15,d,178.88
7,d,14.87
3,w,186.47
17,d,103.95
6,d,112.83
1,w,74.37
4,d,128.55
15,d,82.18
1,d,92.79
13,d,151.65
5,w,107.41
4,w,25.14
10,d,198.83
7,d,135.32
3,w,139.22
6,d,129.86
19,w,94.81
18,w,142.21
8,w,105.87
15,w,146.58
19,d,64.01
20,d,117.68
5,d,107.96
2,w,104.34
17,d,65.38
1,d,53.36
12,d,120.02
5,w,170.34
11,w,104.05
14,w,67.10
2,d,47.35
19,d,117.51
14,d,67.41
17,d,48.10
15,d,92.62
4,w,30.78
3,w,121.71
3,d,-18.59
7,w,96.72
13,d,65.18
4,d,112.24
12,w,107.55
11,w,156.84
16,d,149.98
7,d,1.08
17,w,155.67
7,d,132.33
11,w,106.62
18,d,97.41
12,d,101.70
1,w,1.73
10,d,98.77
9,d,157.94
10,w,76.63
15,w,50.23
7,d,91.70
2,d,73.42
2,w,48.63
8,w,74.93
2,w,23.52
16,d,167.36
11,d,73.85
2,d,170.22
8,d,79.33
11,w,71.26
14,d,79.33
1,w,92.64
8,d,53.87
2,w,82.77
17,w,11.26
14,w,133.83
14,d,66.18
18,w,142.16
6,d,121.27
19,d,179.78
8,d,122.43
10,w,84.62
4,w,186.50
20,w,89.39
3,d,122.76
17,w,94.94
14,w,58.37
18,d,40.22
1,w,98.07
8,d,49.47
3,d,29.52
14,w,158.91
1,d,44.13
15,w,-5.00
8,d,153.01
6,w,44.87
2,d,77.47
2,d,249.79
15,w,132.40
12,w,53.35
16,d,60.25
10,d,71.22
14,d,74.86
12,d,131.07
17,w,100.22
17,d,96.94
12,d,145.12
13,w,46.29
19,d,65.93
12,d,103.94
16,d,117.15
8,d,81.77
16,w,175.25
2,d,138.54
8,d,122.52
3,d,122.86
14,w,94.26
13,w,80.99
11,w,31.96
2,d,117.14
10,w,143.71
20,d,35.94
11,w,115.71
19,w,96.34
10,d,174.11
20,d,53.35
20,d,62.03
7,d,64.92
11,d,67.54
9,d,96.46
10,d,186.60
15,w,196.27
3,d,137.55
19,d,139.41
11,w,53.88
6,w,64.15
3,d,24.81
10,d,63.38
16,d,124.49
1,d,65.83
19,d,-76.66
16,d,130.20
15,w,80.56
8,d,-29.96
9,w,110.39
15,d,181.19
16,w,69.79
19,w,82.76
9,w,98.42
18,w,82.62
17,d,88.47
7,w,95.70
20,d,69.85
1,d,119.12
8,w,126.29
14,w,147.73
16,w,197.58
17,w,136.25
1,d,105.53
9,w,91.59
19,d,110.28
1,w,169.71
14,d,164.89
2,w,177.59
6,w,155.03
13,w,141.50
2,w,176.49
7,w,60.81
20,w,116.53
16,d,138.19
18,d,33.32
14,d,99.38
17,w,245.46
7,d,202.42
3,w,210.73
3,w,122.39
13,w,94.70
12,w,34.19
16,w,121.80
13,w,-22.08
13,w,22.56
4,d,88.61
18,d,44.65
19,w,91.42
14,w,105.43
9,w,71.90
10,w,102.95
15,d,23.64
13,w,54.65
5,d,119.07
19,d,85.24
4,w,75.54
16,w,156.67
12,w,152.58
16,w,184.86
14,d,117.35
14,d,189.01
18,w,100.90
14,w,162.65
13,d,111.56
13,w,194.05
2,w,30.60
3,w,155.79
7,w,98.15
3,w,91.39
15,w,132.26
5,d,29.11
20,w,149.56
16,d,88.23
8,d,50.98
3,d,32.53
2,w,158.57
16,w,138.90
13,w,144.48
5,w,26.85
10,d,107.53
16,d,106.10
20,d,81.40
11,w,101.32
12,d,75.38
12,w,70.39
18,w,170.42
11,w,128.16
8,d,104.41
1,w,148.75
10,w,66.15
10,d,80.18
1,d,159.28
8,w,123.83
4,w,123.10
1,w,170.04
1,d,77.83
5,w,152.60
19,w,78.25
18,w,118.39
4,d,8.29
17,d,59.38
19,d,103.06
9,d,133.59
14,d,156.61
15,d,92.72
15,w,139.50
4,d,112.84
9,w,105.77
8,d,96.81
17,w,68.05
10,w,163.64
8,d,148.82
10,w,136.34
9,w,96.39
4,w,73.56
2,w,151.78
7,w,127.26
19,w,124.35
17,d,146.64
3,d,139.49
20,w,140.02
4,d,161.88
16,d,5.21
11,d,168.40
8,w,124.63
18,w,125.27
10,w,131.89
16,d,135.10
7,w,173.86
5,w,115.83
10,w,34.00
18,w,139.59
12,d,109.22
18,d,167.66
12,d,125.67
10,w,137.94
8,w,95.72
15,d,73.94
20,d,116.57
15,d,47.61
10,w,174.53
3,d,134.15
6,d,72.63
19,w,76.72
19,w,129.23
18,w,104.45
6,d,80.58
3,d,162.23
2,d,113.57
4,w,97.42
10,d,82.96
12,w,70.14
10,w,115.50
4,d,-17.00
2,d,82.99
10,d,125.42
2,w,97.67
7,w,95.98
19,d,-4.31
7,w,119.88
20,d,6.23
9,w,51.47
4,d,44.74
5,w,121.30
11,d,133.89
17,d,132.92
16,w,114.57
3,d,126.45
15,d,70.84
14,w,126.75
9,w,43.13
9,w,67.05
7,w,134.35
7,w,-5.87
11,d,120.15
2,d,178.97
10,w,97.97
10,w,56.31
2,d,169.40
4,w,-0.05
14,d,158.50
6,d,179.92
10,d,104.06
13,d,37.11
20,w,112.86
11,d,173.13
13,w,31.20
15,w,79.97
20,w,109.32
2,w,150.14
10,d,96.01
3,w,59.46
9,w,185.29
1,d,178.02
2,d,203.26
18,d,75.44
5,w,114.27
19,w,93.81
8,d,148.98
6,w,124.14
8,d,57.11
6,d,36.16
10,w,102.08
9,w,71.24
12,d,97.34
19,d,195.13
12,d,128.15
18,d,41.66
4,d,111.48
14,d,126.52
12,d,-5.41
4,d,155.14
20,d,116.93
1,d,78.53
7,d,29.60
17,w,83.19
3,w,139.38
19,w,25.42
2,d,73.81
3,w,65.54
15,d,75.51
17,w,32.46
7,w,138.77
9,w,60.51
15,w,100.49
17,d,171.87
18,w,207.86
13,d,113.76
8,w,123.34
2,w,26.71
12,w,132.19
20,d,90.29
1,w,169.46
16,w,113.52
15,d,23.76
12,w,84.79
13,w,180.89
4,d,175.19
6,w,76.59
20,d,192.21
12,d,112.38
12,d,131.87
16,d,127.91
6,w,84.90
11,w,170.26
16,w,59.02
13,w,149.32
14,d,47.60
7,w,52.45
16,d,145.15
8,d,166.55
11,w,54.46
7,d,157.36
13,w,63.57
15,w,66.69
2,w,55.10
7,d,157.11
9,w,17.14
17,w,101.07
7,d,94.23
3,d,129.35
7,d,175.53
6,d,132.17
11,w,123.27
7,d,43.65
7,w,26.20
16,w,80.22
17,w,19.83
12,d,50.74
17,d,70.25
3,d,102.56
10,w,185.66
20,d,213.42
4,w,92.96
18,d,102.84
8,w,7.74
20,w,146.10
3,w,49.31
2,d,177.46
4,d,47.65
18,w,-12.94
9,w,26.40
15,w,67.38
3,d,78.98
6,d,65.47
11,w,149.21
11,d,100.62
20,w,113.99
17,w,130.13
8,w,53.59
11,w,86.69
5,w,95.50
6,d,86.31
18,d,40.14
17,w,157.88
9,d,159.39
10,d,164.42
17,w,43.19
2,w,114.96
10,d,95.84
18,d,121.01
4,w,96.28
12,d,193.11
19,d,129.28
18,w,91.92
15,w,66.46
8,d,68.24
14,w,136.48
10,w,64.49
1,d,73.54
4,d,110.19
13,d,59.37
2,d,124.42
8,d,100.14
19,d,58.03
5,w,87.99
18,w,98.77
9,w,166.34
9,d,117.91
14,d,101.19
10,d,149.90
13,w,185.96
18,d,123.24
13,w,146.73
1,d,145.55
4,d,140.45
7,w,116.16
18,w,94.70
4,d,38.49
18,w,114.63
17,d,152.49
15,w,130.67
11,w,66.71
5,d,77.75
13,w,49.87
8,d,108.94
17,d,97.59
10,w,71.19
12,w,67.33
4,d,26.45
18,d,65.91
11,w,158.21
17,d,110.40
10,d,98.29
5,d,146.30
3,w,70.10
18,w,115.77
11,d,57.13
20,w,26.18
18,d,73.88
4,d,178.07
11,w,135.21
13,w,81.91
7,d,100.59
19,d,87.45
17,w,62.72
5,d,134.70
1,d,167.87
3,d,176.77
16,w,157.46
6,d,80.90
4,w,113.48
12,w,61.04
6,w,96.65
18,d,58.70
1,d,179.66
6,d,121.02
5,w,80.45
15,d,33.37
18,d,187.43
6,d,42.67
13,d,77.39
10,w,77.04
9,d,160.90
5,d,11.37
12,d,125.19
5,d,88.67
10,w,210.07
12,d,97.35
11,w,95.91
16,w,-4.15
15,w,145.56
4,d,106.30
6,w,7.71
6,d,87.32
17,d,67.73
16,w,134.48
19,d,128.18
16,d,165.83
16,w,-13.99
20,w,139.93
7,d,88.54
9,w,167.56
20,d,0.68
17,d,133.91
8,d,107.19
7,w,74.43
11,w,122.57
8,d,88.36
13,w,147.31
4,w,76.97
8,d,35.69
19,d,79.21
17,d,139.97
16,d,91.11
13,d,69.53
16,w,108.67
3,d,105.15
1,d,92.97
18,w,115.82
20,w,50.09
2,w,35.75
12,d,26.69
14,w,16.18
16,w,105.14
5,d,76.97
9,d,39.05
17,w,93.01
1,d,128.24
2,d,81.78
5,w,154.01
15,d,79.31
17,w,237.90
18,d,54.43
3,w,58.71
16,w,37.44
17,d,1.21
9,d,168.39
15,d,52.47
19,d,109.89
13,d,116.83
1,w,80.65
18,w,17.41
2,w,161.88
12,d,79.59
2,w,113.01
17,w,94.86
19,w,148.39
18,d,173.29
5,w,115.47
16,w,131.46
17,d,108.90
17,d,107.23
10,w,21.19
20,w,136.03
8,d,143.35
4,w,61.54
14,d,165.39
19,d,108.29
11,d,72.45
10,d,66.33
19,w,165.48
11,d,146.25
10,d,110.88
16,w,178.60
3,w,71.48
6,w,148.73
11,d,127.04
7,w,70.78
11,w,54.36
8,w,86.81
19,d,92.19
10,w,110.45
5,d,7.31
11,w,138.04
17,w,167.87
20,w,128.15
8,w,64.74
10,d,143.71
20,d,79.35
6,w,59.08
17,d,31.52
4,d,101.85
13,d,165.40
6,d,165.86
2,w,124.10
15,w,90.17
11,w,119.15
1,w,42.49
13,w,36.09
12,w,141.75
12,d,45.81
20,w,19.79
5,d,117.84
14,w,72.46
5,d,60.29
12,d,31.78
7,w,161.33
18,d,81.10
1,d,198.72
6,w,12.58
15,w,133.46
10,d,185.68
5,w,115.47
5,d,163.84
11,d,77.74
1,w,66.79
5,d,30.15
13,w,140.32
16,w,169.35
15,w,-14.86
4,d,56.79
3,d,142.46
12,d,79.33
1,w,133.23
6,w,78.19
2,d,89.95
15,w,144.36
20,d,72.27
11,w,73.81
20,w,114.92
18,d,105.94
18,w,102.67
7,w,83.35
2,w,214.10
12,d,9.26
9,d,127.21
20,w,131.73
13,w,195.03
11,w,129.81
18,d,108.30
7,d,100.06
19,w,121.44
8,d,109.93
18,w,111.28
13,w,100.03
17,d,200.82
7,d,118.75
14,d,85.43
16,w,65.52
16,w,60.05
5,w,135.94
13,w,65.02
9,w,148.98
17,w,97.06
20,d,176.91
9,w,38.80
19,d,58.34
10,w,9.33
19,w,84.07
12,w,39.64
17,d,93.86
3,d,95.98
9,w,17.13
14,w,55.73
14,w,203.04
6,w,140.30
1,d,98.43
4,d,129.35
13,d,67.22
12,d,131.45
2,w,98.97
3,w,179.32
20,w,138.87
15,w,116.10
3,d,113.10
4,d,133.42
5,w,129.47
11,d,82.70
10,w,83.87
5,w,233.39
14,d,101.25
8,w,91.22
20,w,64.35
2,w,122.89
9,d,123.13
3,w,139.46
7,w,115.48
17,d,33.00
9,d,63.89
18,d,160.77
2,w,26.93
12,w,64.18
12,w,150.21
14,w,95.38
3,w,43.67
19,d,171.89
17,d,87.76
7,d,27.23
5,w,52.78
13,w,51.41
12,w,47.98
10,w,59.46
14,d,137.05
15,d,120.77
3,d,44.35
6,d,45.67
7,d,100.39
15,d,98.64
9,w,77.79
14,d,-25.37
14,w,87.78
14,d,103.17
17,d,106.55
14,w,60.68
4,w,97.49
14,d,7.78
2,d,112.10
15,d,106.91
13,d,136.00
9,w,174.62
6,d,146.25
2,d,136.96
12,d,151.70
7,d,139.30
8,d,16.17
18,w,67.15
8,w,125.69
4,w,37.26
11,w,0.69
6,d,152.52
14,w,113.67
19,w,23.70
19,d,192.17
6,w,77.26
19,w,18.26
4,w,57.49
10,w,61.29
7,w,53.31
20,d,110.10
4,d,193.09
3,w,143.06
2,d,182.43
4,w,134.06
14,d,75.25
12,d,187.59
18,w,27.80
3,w,140.61
3,w,122.14
1,d,89.38
6,w,77.48
9,d,193.45
4,w,182.90
11,w,116.98
8,w,165.61
14,w,77.33
15,d,146.76
19,d,53.22
6,d,120.99
7,w,117.32
8,d,88.52
8,w,151.15
15,d,189.74
11,d,45.57
15,d,172.94
18,w,6.04
7,d,108.21
7,d,155.65
1,d,159.47
14,d,119.60
7,d,92.47
18,d,133.88
16,w,97.88
15,w,31.77
17,w,132.13
4,w,155.84
13,d,122.88
9,d,84.52
8,d,64.74
10,w,86.50
2,d,146.71
11,d,169.12
13,d,82.51
14,d,138.86
3,d,142.57
10,d,66.58
12,d,141.93
15,d,29.22
5,d,205.94
1,w,-9.69
5,d,36.34
12,d,43.88
18,w,56.28
1,w,79.71
11,d,188.94
2,d,39.24
12,w,129.18
6,d,27.33
4,w,55.35
2,d,71.31
10,w,74.78
19,d,-25.20
9,w,63.17
9,d,174.04
20,d,112.40
1,w,118.06
14,w,90.43
12,d,113.20
8,d,88.91
1,w,144.41
15,d,157.90
6,d,80.93
10,d,54.26
13,d,151.96
10,d,187.98
13,w,50.29
2,w,82.14
5,d,85.83
14,w,215.58
10,w,130.25
17,w,53.41
11,d,96.13
17,d,78.73
18,w,118.27
7,w,22.18
19,d,62.62
19,d,104.17
19,d,151.80
14,d,60.90
14,w,95.16
5,d,105.90
2,w,110.33
11,w,144.38
2,d,105.09
9,d,135.92
18,d,89.33
8,d,50.51
18,w,54.94
1,w,136.64
4,w,100.06
13,d,129.26
2,w,74.75
8,d,164.80
4,d,133.01
3,d,130.89
10,w,109.61
12,w,170.33
13,w,170.62
14,w,100.82
13,d,0.67
9,d,67.84
19,w,89.00
8,w,130.61
3,w,142.89
18,w,193.05
17,w,-10.91
16,w,96.13
16,d,163.67
12,d,181.93
4,d,119.15
2,w,64.85
11,w,100.64
12,d,163.33
3,w,93.10
17,d,177.85
20,w,80.19
15,w,70.52
3,w,141.81
19,w,84.54
14,d,29.89
10,w,166.61
1,d,68.01
2,d,131.21
6,w,64.91
11,d,74.31
19,w,4.85
16,w,145.90
20,d,95.67
11,w,75.77
9,d,168.75
10,w,84.15
20,w,58.94
10,d,128.11
6,d,146.78
1,d,163.83
20,w,148.56
10,d,76.08
20,d,161.84
1,w,121.81
18,d,123.03
13,d,121.00
13,d,155.38
2,d,108.58
16,w,44.42
5,d,125.39
1,d,149.89
9,w,5.31
16,d,2.48
17,d,106.96
20,d,41.59
8,d,138.72
19,w,55.56
1,d,168.61
1,d,157.16
2,w,91.50
1,w,-8.48
19,w,189.21
9,w,130.39
11,d,81.95
5,d,131.91
2,w,97.14
9,w,113.79
4,w,40.15
6,w,42.38
2,d,39.45
14,d,83.67
9,d,72.33
18,w,82.28
14,d,50.26
11,w,82.65
9,d,196.36
19,w,72.76
20,d,86.12
5,d,171.12
17,d,96.97
4,d,-25.70
19,w,123.15
10,d,79.11
6,d,118.32
17,w,162.45
13,d,102.58
5,d,133.48
5,d,30.86
20,w,41.26
3,w,59.20
3,d,65.30
16,d,133.82
5,d,132.96
9,w,151.20
18,d,143.66
2,w,120.48
19,w,125.16
15,d,118.70
18,w,159.67
15,d,130.91
20,d,103.05
17,d,136.32
6,d,160.40
2,d,52.17
16,d,53.07
10,w,135.00
1,w,33.71
9,w,102.60
11,w,141.24
18,d,139.14
19,d,136.53
14,d,104.93
3,w,-5.07
11,d,35.07
4,d,71.78
1,d,78.21
9,w,42.10
11,w,156.87
15,d,114.33
17,w,93.54
15,w,176.52
15,d,98.40
12,d,83.31
2,w,111.73
12,d,74.81
14,d,71.58
1,w,114.10
7,d,95.70
9,d,107.56
8,w,147.24
20,d,35.70
17,w,138.92
11,d,39.77
11,d,124.40
18,d,44.66
8,d,97.96
13,d,2.99
1,d,95.74
17,d,89.21
15,w,113.28
2,d,138.34
2,w,38.55
3,w,88.92
13,w,12.56
9,d,142.82
13,w,147.87
13,w,172.27
10,d,118.48
10,w,8.32
17,w,111.36
7,d,122.73
4,w,189.92
20,d,-15.51
5,d,35.84
4,w,56.17
5,w,180.22
15,d,50.51
18,d,207.31
3,d,99.05
12,w,110.28
19,d,107.50
3,d,87.15
14,w,41.61
12,d,80.80
14,w,-4.01
13,w,66.93
9,w,35.77
7,d,76.47
1,d,120.23
10,w,62.81
14,w,67.58
20,w,44.94
19,d,135.72
13,w,93.51
17,w,83.76
18,d,75.46
10,d,141.87
14,d,50.55
17,w,86.58
12,w,108.42
20,w,150.25
11,w,127.99
7,w,124.37
4,w,72.79
14,w,74.06
7,d,73.99
2,w,152.41
14,w,210.24
2,d,58.86
11,w,63.66
20,w,53.61
1,w,26.60
9,d,122.95
18,w,2.59
16,w,74.89
15,w,141.68
14,d,90.52
16,d,128.57
14,d,129.48
17,w,93.02
14,d,82.43
12,w,46.64
13,d,93.52
12,d,28.07
13,w,-3.80
11,d,139.57
20,w,80.81
13,w,133.05
1,w,34.32
15,w,75.20
12,d,106.58
18,w,159.77
13,w,120.05
4,d,208.76
14,w,115.19
17,d,65.19
6,d,140.75
15,w,111.93
13,w,87.48
11,d,-2.48
12,d,149.74
6,w,80.96
20,d,122.98
13,w,95.12
7,d,74.87
4,d,179.23
12,w,111.02
11,w,61.00
10,w,71.52
2,d,206.99
16,w,119.51
5,w,147.74
2,d,73.32
10,d,175.82
13,w,50.57
8,w,111.81
3,d,55.25
19,d,91.60
12,w,81.04
12,d,141.02
14,d,120.46
1,w,123.96
6,d,55.51
14,w,63.14
18,w,141.09
16,d,53.96
18,w,72.72
1,d,158.79
8,d,122.72
6,d,168.26
7,d,201.86
8,d,129.20
6,d,54.98
17,d,148.69
14,d,89.84
7,w,45.11
12,w,142.37
4,d,126.92
8,w,97.69
1,w,163.25
8,d,76.33
6,w,97.95
2,d,125.83
10,w,74.03
2,d,89.25
18,w,98.13
6,w,141.12
11,d,141.52
14,w,179.42
12,w,119.55
13,d,121.75
4,d,101.79
13,d,80.22
20,d,125.00
9,d,22.35
3,d,120.85
7,d,119.30
16,w,77.15
8,d,115.52
1,w,195.82
12,d,120.15
5,w,122.78
11,w,66.44
10,d,190.60
12,d,88.01
7,d,84.90
